# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  709       2.564141590683e-10       5.016218543937e-12      -1.507469734062e-11       0.000000000000e+00       2.068361774987e-14       5.081139693622e-15      -6.217736999692e-16 
  710       2.572713518406e-10       4.998900689678e-12      -1.524969557928e-11       0.000000000000e+00       2.057646422534e-14       5.090507765629e-15      -6.189977725598e-16 
  711       2.581470100363e-10       4.980829159726e-12      -1.542131083926e-11       0.000000000000e+00       2.047000457986e-14       5.099608498833e-15      -6.161423795751e-16 
  712       2.590406726183e-10       4.962014165449e-12      -1.558948331152e-11       0.000000000000e+00       2.036423507861e-14       5.108441383657e-15      -6.132099047071e-16 
  713       2.599518721648e-10       4.942466079557e-12      -1.575415279521e-11       0.000000000000e+00       2.025915185712e-14       5.117005923921e-15      -6.102027630478e-16 
  714       2.608801348450e-10       4.922195436720e-12      -1.591525869665e-11       0.000000000000e+00       2.015475092068e-14       5.125301636907e-15      -6.071234012037e-16 
  715       2.618249803953e-10       4.901212934181e-12      -1.607274002835e-11       0.000000000000e+00       2.005102814371e-14       5.133328053430e-15      -6.039742974110e-16 
  716       2.627859220957e-10       4.879529432373e-12      -1.622653540792e-11       0.000000000000e+00       1.994797926925e-14       5.141084717905e-15      -6.007579616502e-16 
  717       2.637624667459e-10       4.857155955533e-12      -1.637658305709e-11       0.000000000000e+00       1.984559990831e-14       5.148571188419e-15      -5.974769357606e-16 
  718       2.647541146418e-10       4.834103692319e-12      -1.652282080066e-11       0.000000000000e+00       1.974388553934e-14       5.155787036795e-15      -5.941337935557e-16 
  719       2.657603595514e-10       4.810383996422e-12      -1.666518606549e-11       0.000000000000e+00       1.964283150761e-14       5.162731848662e-15      -5.907311409373e-16 
  720       2.667806886910e-10       4.786008387187e-12      -1.680361587945e-11       0.000000000000e+00       1.954243302465e-14       5.169405223526e-15      -5.872716160109e-16 
  721       2.678145827019e-10       4.760988550221e-12      -1.693804687044e-11       0.000000000000e+00       1.944268516766e-14       5.175806774836e-15      -5.837578892002e-16 
  722       2.688615156259e-10       4.735336338014e-12      -1.706841526532e-11       0.000000000000e+00       1.934358287890e-14       5.181936130051e-15      -5.801926633616e-16 
  723       2.699209548822e-10       4.709063770552e-12      -1.719465688889e-11       0.000000000000e+00       1.924512096516e-14       5.187792930715e-15      -5.765786738996e-16 
  724       2.709923612433e-10       4.682183035934e-12      -1.731670716290e-11       0.000000000000e+00       1.914729409713e-14       5.193376832517e-15      -5.729186888812e-16 
  725       2.720751888112e-10       4.654706490982e-12      -1.743450110498e-11       0.000000000000e+00       1.905009680886e-14       5.198687505367e-15      -5.692155091507e-16 
  726       2.731688849936e-10       4.626646661864e-12      -1.754797332765e-11       0.000000000000e+00       1.895352349712e-14       5.203724633459e-15      -5.654719684446e-16 
  727       2.742728904805e-10       4.598016244704e-12      -1.765705803726e-11       0.000000000000e+00       1.885756842088e-14       5.208487915343e-15      -5.616909335063e-16 
  728       2.753866392198e-10       4.568828106198e-12      -1.776168903299e-11       0.000000000000e+00       1.876222570068e-14       5.212977063993e-15      -5.578753042009e-16 
  729       2.765095583942e-10       4.539095284232e-12      -1.786179970583e-11       0.000000000000e+00       1.866748931806e-14       5.217191806873e-15      -5.540280136301e-16 
  730       2.776410683967e-10       4.508830988494e-12      -1.795732303752e-11       0.000000000000e+00       1.857335311500e-14       5.221131886010e-15      -5.501520282468e-16 
  731       2.787805828076e-10       4.478048601089e-12      -1.804819159957e-11       0.000000000000e+00       1.847981079329e-14       5.224797058058e-15      -5.462503479701e-16 
  732       2.799275083700e-10       4.446761677160e-12      -1.813433755219e-11       0.000000000000e+00       1.838685591401e-14       5.228187094370e-15      -5.423260062998e-16 
  733       2.810812449667e-10       4.414983945494e-12      -1.821569264329e-11       0.000000000000e+00       1.829448189688e-14       5.231301781064e-15      -5.383820704315e-16 
  734       2.822411855958e-10       4.382729309148e-12      -1.829218820747e-11       0.000000000000e+00       1.820268201973e-14       5.234140919094e-15      -5.344216413712e-16 
  735       2.834067163473e-10       4.350011846054e-12      -1.836375516493e-11       0.000000000000e+00       1.811144941788e-14       5.236704324316e-15      -5.304478540500e-16 
  736       2.845772163793e-10       4.316845809641e-12      -1.843032402054e-11       0.000000000000e+00       1.802077708359e-14       5.238991827557e-15      -5.264638774394e-16 
  737       2.857520578941e-10       4.283245629448e-12      -1.849182486273e-11       0.000000000000e+00       1.793065786543e-14       5.241003274688e-15      -5.224729146652e-16 
  738       2.869306061144e-10       4.249225911740e-12      -1.854818736251e-11       0.000000000000e+00       1.784108446777e-14       5.242738526683e-15      -5.184782031231e-16 
  739       2.881122500597e-10       4.214801417721e-12      -1.859935395157e-11       0.000000000000e+00       1.775205041741e-14       5.244197270011e-15      -5.144823684080e-16 
  740       2.892964955890e-10       4.179986996457e-12      -1.864531964409e-11       0.000000000000e+00       1.766355298584e-14       5.245378443519e-15      -5.104854718825e-16 
  741       2.904828741472e-10       4.144797651848e-12      -1.868609299888e-11       0.000000000000e+00       1.757559032353e-14       5.246280800370e-15      -5.064869248006e-16 
  742       2.916709121146e-10       4.109248565517e-12      -1.872168301329e-11       0.000000000000e+00       1.748816049751e-14       5.246903096730e-15      -5.024861309749e-16 
  743       2.928601307899e-10       4.073355097425e-12      -1.875209912505e-11       0.000000000000e+00       1.740126149098e-14       5.247244091796e-15      -4.984824867498e-16 
  744       2.940500463730e-10       4.037132786477e-12      -1.877735121418e-11       0.000000000000e+00       1.731489120295e-14       5.247302547822e-15      -4.944753809746e-16 
  745       2.952401699483e-10       4.000597351132e-12      -1.879744960482e-11       0.000000000000e+00       1.722904744788e-14       5.247077230148e-15      -4.904641949762e-16 
  746       2.964300074675e-10       3.963764690019e-12      -1.881240506712e-11       0.000000000000e+00       1.714372795527e-14       5.246566907225e-15      -4.864483025325e-16 
  747       2.976190597325e-10       3.926650882542e-12      -1.882222881909e-11       0.000000000000e+00       1.705893036935e-14       5.245770350642e-15      -4.824270698448e-16 
  748       2.988068223785e-10       3.889272189490e-12      -1.882693252847e-11       0.000000000000e+00       1.697465224864e-14       5.244686335154e-15      -4.783998555115e-16 
  749       2.999927858570e-10       3.851645053652e-12      -1.882652831460e-11       0.000000000000e+00       1.689089106564e-14       5.243313638708e-15      -4.743660105005e-16 
  750       3.011764354187e-10       3.813786100423e-12      -1.882102875031e-11       0.000000000000e+00       1.680764420643e-14       5.241651042470e-15      -4.703248781224e-16 
  751       3.023572510965e-10       3.775712138417e-12      -1.881044686373e-11       0.000000000000e+00       1.672490897030e-14       5.239697330854e-15      -4.662757940037e-16 
  752       3.035347076887e-10       3.737440160076e-12      -1.879479614019e-11       0.000000000000e+00       1.664268256938e-14       5.237451291545e-15      -4.622180860595e-16 
  753       3.047082747416e-10       3.698987342282e-12      -1.877409052412e-11       0.000000000000e+00       1.656096212827e-14       5.234911715529e-15      -4.581510744666e-16 
  754       3.058774165326e-10       3.660371046964e-12      -1.874834442084e-11       0.000000000000e+00       1.647974468367e-14       5.232077397119e-15      -4.540740716365e-16 
  755       3.070415920535e-10       3.621608821712e-12      -1.871757269849e-11       0.000000000000e+00       1.639902718404e-14       5.228947133980e-15      -4.499863821883e-16 
  756       3.082002549931e-10       3.582718400385e-12      -1.868179068986e-11       0.000000000000e+00       1.631880648915e-14       5.225519727161e-15      -4.458873029220e-16 
  757       3.093528537202e-10       3.543717703724e-12      -1.864101419430e-11       0.000000000000e+00       1.623907936979e-14       5.221793981116e-15      -4.417761227910e-16 
  758       3.104988312670e-10       3.504624839959e-12      -1.859525947952e-11       0.000000000000e+00       1.615984250737e-14       5.217768703735e-15      -4.376521228755e-16 
  759       3.116376253116e-10       3.465458105421e-12      -1.854454328353e-11       0.000000000000e+00       1.608109249354e-14       5.213442706370e-15      -4.335145763554e-16 
  760       3.127686681612e-10       3.426235985153e-12      -1.848888281642e-11       0.000000000000e+00       1.600282582981e-14       5.208814803859e-15      -4.293627484830e-16 
  761       3.138913867350e-10       3.386977153520e-12      -1.842829576234e-11       0.000000000000e+00       1.592503892723e-14       5.203883814557e-15      -4.251958965565e-16 
  762       3.150052025474e-10       3.347700474819e-12      -1.836280028124e-11       0.000000000000e+00       1.584772810595e-14       5.198648560363e-15      -4.210132698926e-16 
  763       3.161095316906e-10       3.308425003888e-12      -1.829241501085e-11       0.000000000000e+00       1.577088959492e-14       5.193107866741e-15      -4.168141097995e-16 
  764       3.172037848180e-10       3.269169986720e-12      -1.821715906846e-11       0.000000000000e+00       1.569451953145e-14       5.187260562755e-15      -4.125976495503e-16 
  765       3.182873671268e-10       3.229954861070e-12      -1.813705205285e-11       0.000000000000e+00       1.561861396089e-14       5.181105481090e-15      -4.083631143554e-16 
  766       3.193596783414e-10       3.190799257067e-12      -1.805211404610e-11       0.000000000000e+00       1.554316883624e-14       5.174641458081e-15      -4.041097213360e-16 
  767       3.204201126960e-10       3.151722997823e-12      -1.796236561550e-11       0.000000000000e+00       1.546818001779e-14       5.167867333741e-15      -3.998366794968e-16 
  768       3.214680589178e-10       3.112746100047e-12      -1.786782781541e-11       0.000000000000e+00       1.539364327272e-14       5.160781951785e-15      -3.955431896989e-16 
  769       3.225029002097e-10       3.073888774649e-12      -1.776852218909e-11       0.000000000000e+00       1.531955427477e-14       5.153384159661e-15      -3.912284446333e-16 
  770       3.235240142338e-10       3.035171427357e-12      -1.766447077063e-11       0.000000000000e+00       1.524590860384e-14       5.145672808573e-15      -3.868916287932e-16 
  771       3.245307730940e-10       2.996614659322e-12      -1.755569608675e-11       0.000000000000e+00       1.517270174563e-14       5.137646753508e-15      -3.825319184477e-16 
  772       3.255225433190e-10       2.958239267734e-12      -1.744222115870e-11       0.000000000000e+00       1.509992909127e-14       5.129304853269e-15      -3.781484816142e-16 
  773       3.264986858454e-10       2.920066246426e-12      -1.732406950415e-11       0.000000000000e+00       1.502758593694e-14       5.120645970493e-15      -3.737404780316e-16 
  774       3.274585560005e-10       2.882116786488e-12      -1.720126513900e-11       0.000000000000e+00       1.495566748351e-14       5.111668971684e-15      -3.693070591336e-16 
  775       3.284015034857e-10       2.844412276880e-12      -1.707383257928e-11       0.000000000000e+00       1.488416883616e-14       5.102372727238e-15      -3.648473680210e-16 
  776       3.293268723589e-10       2.806974305035e-12      -1.694179684303e-11       0.000000000000e+00       1.481308500404e-14       5.092756111470e-15      -3.603605394354e-16 
  777       3.302340010179e-10       2.769824657477e-12      -1.680518345213e-11       0.000000000000e+00       1.474241089984e-14       5.082818002642e-15      -3.558456997319e-16 
  778       3.311222930734e-10       2.732983570719e-12      -1.666402504602e-11       0.000000000000e+00       1.467214199637e-14       5.072558256595e-15      -3.513022715523e-16 
  779       3.319914314600e-10       2.696464446778e-12      -1.651838135498e-11       0.000000000000e+00       1.460227631042e-14       5.061980647623e-15      -3.467308941663e-16 
  780       3.328411683067e-10       2.660279039772e-12      -1.636831960511e-11       0.000000000000e+00       1.453281245534e-14       5.051089982802e-15      -3.421325203359e-16 
  781       3.336712544074e-10       2.624439196910e-12      -1.621390794358e-11       0.000000000000e+00       1.446374898728e-14       5.039891133601e-15      -3.375081132120e-16 
  782       3.344814392181e-10       2.588956858760e-12      -1.605521544184e-11       0.000000000000e+00       1.439508440495e-14       5.028389036102e-15      -3.328586463680e-16 
  783       3.352714708541e-10       2.553844059510e-12      -1.589231209875e-11       0.000000000000e+00       1.432681714940e-14       5.016588691215e-15      -3.281851038326e-16 
  784       3.360410960865e-10       2.519112927235e-12      -1.572526884381e-11       0.000000000000e+00       1.425894560375e-14       5.004495164903e-15      -3.234884801235e-16 
  785       3.367900603397e-10       2.484775684155e-12      -1.555415754027e-11       0.000000000000e+00       1.419146809294e-14       4.992113588401e-15      -3.187697802806e-16 
  786       3.375181076882e-10       2.450844646907e-12      -1.537905098837e-11       0.000000000000e+00       1.412438288353e-14       4.979449158431e-15      -3.140300198992e-16 
  787       3.382249808537e-10       2.417332226801e-12      -1.520002292848e-11       0.000000000000e+00       1.405768818344e-14       4.966507137427e-15      -3.092702251638e-16 
  788       3.389104212019e-10       2.384250930090e-12      -1.501714804428e-11       0.000000000000e+00       1.399138214170e-14       4.953292853753e-15      -3.044914328807e-16 
  789       3.395741687400e-10       2.351613358230e-12      -1.483050196595e-11       0.000000000000e+00       1.392546284821e-14       4.939811701922e-15      -2.996946905118e-16 
  790       3.402159621131e-10       2.319432208146e-12      -1.464016127332e-11       0.000000000000e+00       1.385992833352e-14       4.926069142816e-15      -2.948810562081e-16 
  791       3.408355386018e-10       2.287720272495e-12      -1.444620349907e-11       0.000000000000e+00       1.379477656856e-14       4.912070703905e-15      -2.900515988423e-16 
  792       3.414326341188e-10       2.256490439932e-12      -1.424870713188e-11       0.000000000000e+00       1.373000546443e-14       4.897821979468e-15      -2.852073980430e-16 
  793       3.420069832060e-10       2.225755695369e-12      -1.404775161964e-11       0.000000000000e+00       1.366561287214e-14       4.883328630814e-15      -2.803495442271e-16 
  794       3.425583190319e-10       2.195529120246e-12      -1.384341737259e-11       0.000000000000e+00       1.360159658236e-14       4.868596386498e-15      -2.754791386342e-16 
  795       3.430863733880e-10       2.165823892787e-12      -1.363578576653e-11       0.000000000000e+00       1.353795432521e-14       4.853631042541e-15      -2.705972933587e-16 
  796       3.435908766863e-10       2.136653288272e-12      -1.342493914596e-11       0.000000000000e+00       1.347468376999e-14       4.838438462656e-15      -2.657051313843e-16 
  797       3.440715579561e-10       2.108030679294e-12      -1.321096082729e-11       0.000000000000e+00       1.341178252496e-14       4.823024578457e-15      -2.608037866165e-16 
  798       3.445281448410e-10       2.079969536026e-12      -1.299393510197e-11       0.000000000000e+00       1.334924813709e-14       4.807395389690e-15      -2.558944039162e-16 
  799       3.449603635962e-10       2.052483426487e-12      -1.277394723973e-11       0.000000000000e+00       1.328707809181e-14       4.791556964444e-15      -2.509781391331e-16 
  800       3.453679390850e-10       2.025586016801e-12      -1.255108349170e-11       0.000000000000e+00       1.322526981279e-14       4.775515439376e-15      -2.460561591388e-16 
  801       3.457505947764e-10       1.999291071466e-12      -1.232543109360e-11       0.000000000000e+00       1.316382066168e-14       4.759277019926e-15      -2.411296418605e-16 
  802       3.461080527418e-10       1.973612453614e-12      -1.209707826893e-11       0.000000000000e+00       1.310272793788e-14       4.742847980542e-15      -2.361997763139e-16 
  803       3.464400336519e-10       1.948564125278e-12      -1.186611423213e-11       0.000000000000e+00       1.304198887831e-14       4.726234664897e-15      -2.312677626367e-16 
  804       3.467462567740e-10       1.924160147651e-12      -1.163262919178e-11       0.000000000000e+00       1.298160065714e-14       4.709443486107e-15      -2.263348121221e-16 
  805       3.470264399690e-10       1.900414681357e-12      -1.139671435373e-11       0.000000000000e+00       1.292156038557e-14       4.692480926953e-15      -2.214021472519e-16 
  806       3.472802996881e-10       1.877341986711e-12      -1.115846192433e-11       0.000000000000e+00       1.286186511159e-14       4.675353540101e-15      -2.164710017296e-16 
  807       3.475075509703e-10       1.854956423980e-12      -1.091796511354e-11       0.000000000000e+00       1.280251181973e-14       4.658067948321e-15      -2.115426205144e-16 
  808       3.477079074389e-10       1.833272453654e-12      -1.067531813820e-11       0.000000000000e+00       1.274349743083e-14       4.640630844706e-15      -2.066182598538e-16 
  809       3.478810812989e-10       1.812304636704e-12      -1.043061622509e-11       0.000000000000e+00       1.268481880179e-14       4.623048992891e-15      -2.016991873175e-16 
  810       3.480267833340e-10       1.792067634847e-12      -1.018395561420e-11       0.000000000000e+00       1.262647272533e-14       4.605329227275e-15      -1.967866818303e-16 
  811       3.481447229033e-10       1.772576210814e-12      -9.935433561874e-12       0.000000000000e+00       1.256845592974e-14       4.587478453242e-15      -1.918820337057e-16 
  812       3.482346079388e-10       1.753845228608e-12      -9.685148343961e-12       0.000000000000e+00       1.251076507868e-14       4.569503647373e-15      -1.869865446788e-16 
  813       3.482961449420e-10       1.735889653771e-12      -9.433199259024e-12       0.000000000000e+00       1.245339677089e-14       4.551411857676e-15      -1.821015279403e-16 
  814       3.483290389810e-10       1.718724553650e-12      -9.179686631501e-12       0.000000000000e+00       1.239634753998e-14       4.533210203798e-15      -1.772283081694e-16 
  815       3.483329936877e-10       1.702365097656e-12      -8.924711814882e-12       0.000000000000e+00       1.233961385416e-14       4.514905877248e-15      -1.723682215669e-16 
  816       3.483077112548e-10       1.686826557533e-12      -8.668377194887e-12       0.000000000000e+00       1.228319211605e-14       4.496506141616e-15      -1.675226158892e-16 
  817       3.482529598247e-10       1.672121881262e-12      -8.410782619811e-12       0.000000000000e+00       1.222707911529e-14       4.478017143632e-15      -1.626926489715e-16 
  818       3.481687769830e-10       1.658254366751e-12      -8.152014615258e-12       0.000000000000e+00       1.217127339591e-14       4.459440322615e-15      -1.578786802881e-16 
  819       3.480552698944e-10       1.645224857810e-12      -7.892156983057e-12       0.000000000000e+00       1.211577391297e-14       4.440775937324e-15      -1.530808685904e-16 
  820       3.479125482482e-10       1.633034158468e-12      -7.631294359157e-12       0.000000000000e+00       1.206057958161e-14       4.422024249313e-15      -1.482993724285e-16 
  821       3.477407242683e-10       1.621683032810e-12      -7.369512216167e-12       0.000000000000e+00       1.200568927701e-14       4.403185522939e-15      -1.435343501488e-16 
  822       3.475399127220e-10       1.611172204801e-12      -7.106896865886e-12       0.000000000000e+00       1.195110183412e-14       4.384260025368e-15      -1.387859598906e-16 
  823       3.473102309289e-10       1.601502358116e-12      -6.843535461839e-12       0.000000000000e+00       1.189681604759e-14       4.365248026578e-15      -1.340543595835e-16 
  824       3.470517987702e-10       1.592674135966e-12      -6.579516001809e-12       0.000000000000e+00       1.184283067154e-14       4.346149799370e-15      -1.293397069445e-16 
  825       3.467647386980e-10       1.584688140927e-12      -6.314927330373e-12       0.000000000000e+00       1.178914441945e-14       4.326965619370e-15      -1.246421594753e-16 
  826       3.464491757442e-10       1.577544934771e-12      -6.049859141436e-12       0.000000000000e+00       1.173575596397e-14       4.307695765038e-15      -1.199618744591e-16 
  827       3.461052375294e-10       1.571245038291e-12      -5.784401980763e-12       0.000000000000e+00       1.168266393679e-14       4.288340517672e-15      -1.152990089581e-16 
  828       3.457330542727e-10       1.565788931129e-12      -5.518647248514e-12       0.000000000000e+00       1.162986692845e-14       4.268900161416e-15      -1.106537198103e-16 
  829       3.453327588001e-10       1.561177051608e-12      -5.252687201781e-12       0.000000000000e+00       1.157736348821e-14       4.249374983266e-15      -1.060261636270e-16 
  830       3.449044865540e-10       1.557409796556e-12      -4.986614957116e-12       0.000000000000e+00       1.152515212385e-14       4.229765273073e-15      -1.014164967894e-16 
  831       3.444483756022e-10       1.554487521137e-12      -4.720524493069e-12       0.000000000000e+00       1.147323130155e-14       4.210071323555e-15      -9.682487544658e-17 
  832       3.439645666474e-10       1.552410538678e-12      -4.454510652723e-12       0.000000000000e+00       1.142159944573e-14       4.190293430296e-15      -9.225145551173e-17 
  833       3.434532030354e-10       1.551179120497e-12      -4.188669146226e-12       0.000000000000e+00       1.137025493885e-14       4.170431891760e-15      -8.769639265989e-17 
  834       3.429144307653e-10       1.550793495734e-12      -3.923096553322e-12       0.000000000000e+00       1.131919612130e-14       4.150487009292e-15      -8.315984232488e-17 
  835       3.423483984978e-10       1.551253851175e-12      -3.657890325893e-12       0.000000000000e+00       1.126842129120e-14       4.130459087123e-15      -7.864195969645e-17 
  836       3.417552575649e-10       1.552560331082e-12      -3.393148790485e-12       0.000000000000e+00       1.121792870428e-14       4.110348432381e-15      -7.414289971743e-17 
  837       3.411351619786e-10       1.554713037024e-12      -3.128971150847e-12       0.000000000000e+00       1.116771657368e-14       4.090155355095e-15      -6.966281708090e-17 
  838       3.404882684403e-10       1.557712027700e-12      -2.865457490463e-12       0.000000000000e+00       1.111778306983e-14       4.069880168198e-15      -6.520186622726e-17 
  839       3.398147363495e-10       1.561557318774e-12      -2.602708775085e-12       0.000000000000e+00       1.106812632024e-14       4.049523187540e-15      -6.076020134144e-17 
  840       3.391147278137e-10       1.566248882695e-12      -2.340826855271e-12       0.000000000000e+00       1.101874440942e-14       4.029084731887e-15      -5.633797635000e-17 
  841       3.383884076568e-10       1.571786648533e-12      -2.079914468914e-12       0.000000000000e+00       1.096963537862e-14       4.008565122931e-15      -5.193534491828e-17 
  842       3.376359434282e-10       1.578170501801e-12      -1.820075243779e-12       0.000000000000e+00       1.092079722575e-14       3.987964685297e-15      -4.755246044754e-17 
  843       3.368575054127e-10       1.585400284289e-12      -1.561413700037e-12       0.000000000000e+00       1.087222790520e-14       3.967283746547e-15      -4.318947607211e-17 
  844       3.360532666388e-10       1.593475793888e-12      -1.304035252798e-12       0.000000000000e+00       1.082392532766e-14       3.946522637186e-15      -3.884654465648e-17 
  845       3.352234028881e-10       1.602396784420e-12      -1.048046214645e-12       0.000000000000e+00       1.077588735998e-14       3.925681690670e-15      -3.452381879253e-17 
  846       3.343680927045e-10       1.612162965464e-12      -7.935537981688e-13       0.000000000000e+00       1.072811182501e-14       3.904761243411e-15      -3.022145079658e-17 
  847       3.334875174034e-10       1.622774002190e-12      -5.406661185018e-13       0.000000000000e+00       1.068059650142e-14       3.883761634782e-15      -2.593959270657e-17 
  848       3.325818610804e-10       1.634229515181e-12      -2.894921958511e-13       0.000000000000e+00       1.063333912358e-14       3.862683207127e-15      -2.167839627920e-17 
  849       3.316513106210e-10       1.646529080262e-12      -4.014195803384e-14       0.000000000000e+00       1.058633738136e-14       3.841526305763e-15      -1.743801298708e-17 
  850       3.306960557092e-10       1.659672228335e-12       2.072737569898e-13       0.000000000000e+00       1.053958891999e-14       3.820291278988e-15      -1.321859401582e-17 
  851       3.297162888370e-10       1.673658445196e-12       4.526431985820e-13       0.000000000000e+00       1.049309133991e-14       3.798978478089e-15      -9.020290261230e-18 
  852       3.287122053132e-10       1.688487171375e-12       6.958537008937e-13       0.000000000000e+00       1.044684219659e-14       3.777588257342e-15      -4.843252326426e-18 
  853       3.276840032728e-10       1.704157801955e-12       9.367916803302e-13       0.000000000000e+00       1.040083900038e-14       3.756120974027e-15      -6.876305189750e-19 
  854       3.266318836861e-10       1.720669686405e-12       1.175342633018e-12       0.000000000000e+00       1.035507921636e-14       3.734576988427e-15       3.446425151966e-18 
  855       3.255560503674e-10       1.738022128408e-12       1.411391132268e-12       0.000000000000e+00       1.030956026416e-14       3.712956663836e-15       7.558764978507e-18 
  856       3.244567366189e-10       1.756212758151e-12       1.644832045006e-12       0.000000000000e+00       1.026427983458e-14       3.691260259546e-15       1.164917073397e-17 
  857       3.233342856389e-10       1.775232619121e-12       1.875604395807e-12       0.000000000000e+00       1.021923684563e-14       3.669487607784e-15       1.571714792060e-17 
  858       3.221890715028e-10       1.795070997187e-12       2.103658075293e-12       0.000000000000e+00       1.017443050247e-14       3.647638431275e-15       1.976212998487e-17 
  859       3.210214726662e-10       1.815717040109e-12       2.328942672805e-12       0.000000000000e+00       1.012985998202e-14       3.625712449756e-15       2.378354681098e-17 
  860       3.198318719787e-10       1.837159757098e-12       2.551407475705e-12       0.000000000000e+00       1.008552443285e-14       3.603709379962e-15       2.778082471246e-17 
  861       3.186206566970e-10       1.859388018380e-12       2.771001468678e-12       0.000000000000e+00       1.004142297508e-14       3.581628935618e-15       3.175338642376e-17 
  862       3.173882184990e-10       1.882390554754e-12       2.987673333034e-12       0.000000000000e+00       9.997554700262e-15       3.559470827423e-15       3.570065109187e-17 
  863       3.161349534966e-10       1.906155957161e-12       3.201371446007e-12       0.000000000000e+00       9.953918671270e-15       3.537234763042e-15       3.962203426789e-17 
  864       3.148612622496e-10       1.930672676237e-12       3.412043880056e-12       0.000000000000e+00       9.910513922210e-15       3.514920447096e-15       4.351694789867e-17 
  865       3.135675497792e-10       1.955929021884e-12       3.619638402170e-12       0.000000000000e+00       9.867339458296e-15       3.492527581147e-15       4.738480031841e-17 
  866       3.122542255810e-10       1.981913162827e-12       3.824102473164e-12       0.000000000000e+00       9.824394255751e-15       3.470055863687e-15       5.122499624022e-17 
  867       3.109217036391e-10       2.008613126175e-12       4.025383246983e-12       0.000000000000e+00       9.781677261694e-15       3.447504990130e-15       5.503693674778e-17 
  868       3.095704024392e-10       2.036016796986e-12       4.223427570005e-12       0.000000000000e+00       9.739187394037e-15       3.424874652798e-15       5.882001928690e-17 
  869       3.082007449822e-10       2.064111917830e-12       4.418181980338e-12       0.000000000000e+00       9.696923541375e-15       3.402164540909e-15       6.257363765715e-17 
  870       3.068131587975e-10       2.092886088346e-12       4.609592707123e-12       0.000000000000e+00       9.654884562879e-15       3.379374340569e-15       6.629718200344e-17 
  871       3.054080759568e-10       2.122326764809e-12       4.797605669837e-12       0.000000000000e+00       9.613069288189e-15       3.356503734756e-15       6.999003880764e-17 
  872       3.039859330873e-10       2.152421259688e-12       4.982166477591e-12       0.000000000000e+00       9.571476517306e-15       3.333552403315e-15       7.365159088017e-17 
  873       3.025471713854e-10       2.183156741213e-12       5.163220428434e-12       0.000000000000e+00       9.530105020482e-15       3.310520022938e-15       7.728121735161e-17 
  874       3.010922366298e-10       2.214520232932e-12       5.340712508651e-12       0.000000000000e+00       9.488953538119e-15       3.287406267161e-15       8.087829366430e-17 
  875       2.996215791954e-10       2.246498613276e-12       5.514587392068e-12       0.000000000000e+00       9.448020780655e-15       3.264210806348e-15       8.444219156397e-17 
  876       2.981356540667e-10       2.279078615120e-12       5.684789439351e-12       0.000000000000e+00       9.407305428460e-15       3.240933307682e-15       8.797227909127e-17 
  877       2.966349208510e-10       2.312246825344e-12       5.851262697307e-12       0.000000000000e+00       9.366806131724e-15       3.217573435150e-15       9.146792057346e-17 
  878       2.951198437921e-10       2.345989684398e-12       6.013950898184e-12       0.000000000000e+00       9.326521510358e-15       3.194130849537e-15       9.492847661595e-17 
  879       2.935908917837e-10       2.380293485861e-12       6.172797458978e-12       0.000000000000e+00       9.286450153878e-15       3.170605208410e-15       9.835330409394e-17 
  880       2.920485383830e-10       2.415144376006e-12       6.327745480725e-12       0.000000000000e+00       9.246590621302e-15       3.146996166109e-15       1.017417561440e-16 
  881       2.904932618242e-10       2.450528353358e-12       6.478737747811e-12       0.000000000000e+00       9.206941441039e-15       3.123303373736e-15       1.050931821556e-16 
  882       2.889255450315e-10       2.486431268260e-12       6.625716727266e-12       0.000000000000e+00       9.167501110786e-15       3.099526479141e-15       1.084069277630e-16 
  883       2.873458756333e-10       2.522838822433e-12       6.768624568072e-12       0.000000000000e+00       9.128268097418e-15       3.075665126913e-15       1.116823348365e-16 
  884       2.857547459751e-10       2.559736568536e-12       6.907403100459e-12       0.000000000000e+00       9.089240836879e-15       3.051718958370e-15       1.149187414741e-16 
  885       2.841526531332e-10       2.597109909735e-12       7.041993835206e-12       0.000000000000e+00       9.050417734078e-15       3.027687611544e-15       1.181154819934e-16 
  886       2.825400989285e-10       2.634944099256e-12       7.172337962947e-12       0.000000000000e+00       9.011797162778e-15       3.003570721171e-15       1.212718869229e-16 
  887       2.809175899391e-10       2.673224239954e-12       7.298376353468e-12       0.000000000000e+00       8.973377465491e-15       2.979367918682e-15       1.243872829935e-16 
  888       2.792856375148e-10       2.711935283872e-12       7.420049555008e-12       0.000000000000e+00       8.935156953369e-15       2.955078832188e-15       1.274609931307e-16 
  889       2.776447577898e-10       2.751062031802e-12       7.537297793565e-12       0.000000000000e+00       8.897133906098e-15       2.930703086471e-15       1.304923364456e-16 
