# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  435       2.440784493911e-10       2.499979883514e-12      -7.431767119820e-12       6.279619205589e-15       1.189568835217e-13       8.624016118617e-15       1.560470839755e-15 
  436       2.450492558418e-10       2.481075427806e-12      -7.581470346447e-12       6.301348086144e-15       1.180199935987e-13       8.426770595232e-15       1.547089998034e-15 
  437       2.460502002297e-10       2.461843748817e-12      -7.726992495331e-12       6.323212181803e-15       1.170920717522e-13       8.233241292451e-15       1.533658484559e-15 
  438       2.470805162196e-10       2.442294661000e-12      -7.868304501796e-12       6.345210543736e-15       1.161730746749e-13       8.043395577220e-15       1.520177485879e-15 
  439       2.481394181205e-10       2.422438189601e-12      -8.005377704337e-12       6.367342184592e-15       1.152629551111e-13       7.857199266082e-15       1.506648199195e-15 
  440       2.492261007657e-10       2.402284571885e-12      -8.138183848807e-12       6.389606078226e-15       1.143616618262e-13       7.674616614286e-15       1.493071832378e-15 
  441       2.503397393917e-10       2.381844258368e-12      -8.266695092622e-12       6.412001159436e-15       1.134691395767e-13       7.495610304877e-15       1.479449603983e-15 
  442       2.514794895179e-10       2.361127914039e-12      -8.390884008948e-12       6.434526323693e-15       1.125853290801e-13       7.320141437807e-15       1.465782743270e-15 
  443       2.526444868262e-10       2.340146419587e-12      -8.510723590899e-12       6.457180426874e-15       1.117101669847e-13       7.148169519026e-15       1.452072490220e-15 
  444       2.538338470399e-10       2.318910872633e-12      -8.626187255735e-12       6.479962284997e-15       1.108435858398e-13       6.979652449590e-15       1.438320095550e-15 
  445       2.550466658038e-10       2.297432588954e-12      -8.737248849050e-12       6.502870673951e-15       1.099855140652e-13       6.814546514757e-15       1.424526820737e-15 
  446       2.562820185631e-10       2.275723103707e-12      -8.843882648975e-12       6.525904329227e-15       1.091358759213e-13       6.652806373091e-15       1.410693938025e-15 
  447       2.575389604431e-10       2.253794172664e-12      -8.946063370368e-12       6.549061945656e-15       1.082945914791e-13       6.494385045560e-15       1.396822730453e-15 
  448       2.588165261288e-10       2.231657773429e-12      -9.043766169011e-12       6.572342177137e-15       1.074615765900e-13       6.339233904636e-15       1.382914491865e-15 
  449       2.601137297437e-10       2.209326106675e-12      -9.136966645806e-12       6.595743636372e-15       1.066367428554e-13       6.187302663399e-15       1.368970526929e-15 
  450       2.614295647300e-10       2.186811597364e-12      -9.225640850966e-12       6.619264894595e-15       1.058199975974e-13       6.038539364634e-15       1.354992151156e-15 
  451       2.627630037278e-10       2.164126895978e-12      -9.309765288217e-12       6.642904481310e-15       1.050112438276e-13       5.892890369934e-15       1.340980690916e-15 
  452       2.641129984540e-10       2.141284879743e-12      -9.389316918984e-12       6.666660884019e-15       1.042103802180e-13       5.750300348800e-15       1.326937483455e-15 
  453       2.654784795826e-10       2.118298653859e-12      -9.464273166597e-12       6.690532547958e-15       1.034173010704e-13       5.610712267740e-15       1.312863876915e-15 
  454       2.668583566236e-10       2.095181552726e-12      -9.534611920476e-12       6.714517875827e-15       1.026318962863e-13       5.474067379372e-15       1.298761230346e-15 
  455       2.682515178025e-10       2.071947141170e-12      -9.600311540331e-12       6.738615227524e-15       1.018540513369e-13       5.340305211523e-15       1.284630913728e-15 
  456       2.696568299398e-10       2.048609215673e-12      -9.661350860359e-12       6.762822919875e-15       1.010836472329e-13       5.209363556329e-15       1.270474307987e-15 
  457       2.710731383305e-10       2.025181805595e-12      -9.717709193435e-12       6.787139226372e-15       1.003205604946e-13       5.081178459338e-15       1.256292805011e-15 
  458       2.724992666234e-10       2.001679174408e-12      -9.769366335309e-12       6.811562376901e-15       9.956466312179e-14       4.955684208609e-15       1.242087807668e-15 
  459       2.739340167007e-10       1.978115820915e-12      -9.816302568800e-12       6.836090557474e-15       9.881582256323e-14       4.832813323811e-15       1.227860729826e-15 
  460       2.753761685573e-10       1.954506480486e-12      -9.858498667994e-12       6.860721909967e-15       9.807390168706e-14       4.712496545327e-15       1.213612996366e-15 
  461       2.768244801804e-10       1.930866126277e-12      -9.895935902435e-12       6.885454531845e-15       9.733875875044e-14       4.594662823353e-15       1.199346043200e-15 
  462       2.782776874285e-10       1.907209970462e-12      -9.928596041323e-12       6.910286475903e-15       9.661024736951e-14       4.479239306997e-15       1.185061317292e-15 
  463       2.797345039117e-10       1.883553465458e-12      -9.956461357710e-12       6.935215749991e-15       9.588821648927e-14       4.366151333381e-15       1.170760276672e-15 
  464       2.811936208700e-10       1.859912305155e-12      -9.979514632691e-12       6.960240316751e-15       9.517251035350e-14       4.255322416744e-15       1.156444390453e-15 
  465       2.826537070538e-10       1.836302426137e-12      -9.997739159603e-12       6.985358093348e-15       9.446296847464e-14       4.146674237536e-15       1.142115138850e-15 
  466       2.841135487349e-10       1.812738951426e-12      -1.001112664676e-11       7.010566889405e-15       9.375945250000e-14       4.040139446787e-15       1.127773973601e-15 
  467       2.855724747942e-10       1.789232982924e-12      -1.001970118849e-11       7.035864219221e-15       9.306192779399e-14       3.935700540982e-15       1.113422197835e-15 
  468       2.870299446592e-10       1.765794711310e-12      -1.002349605022e-11       7.061247483167e-15       9.237038434195e-14       3.833352178591e-15       1.099061082490e-15 
  469       2.884854093275e-10       1.742434465127e-12      -1.002254584609e-11       7.086714028655e-15       9.168481006864e-14       3.733088470618e-15       1.084691905566e-15 
  470       2.899383113234e-10       1.719162711428e-12      -1.001688654750e-11       7.112261149834e-15       9.100519082305e-14       3.634902976773e-15       1.070315952119e-15 
  471       2.913880846549e-10       1.695990056414e-12      -1.000655549163e-11       7.137886087294e-15       9.033151036306e-14       3.538788701638e-15       1.055934514257e-15 
  472       2.928341547701e-10       1.672927246084e-12      -9.991591390040e-12       7.163586027760e-15       8.966375034022e-14       3.444738090832e-15       1.041548891138e-15 
  473       2.942759385140e-10       1.649985166876e-12      -9.972034337178e-12       7.189358103789e-15       8.900189028446e-14       3.352743027179e-15       1.027160388960e-15 
  474       2.957128440854e-10       1.627174846313e-12      -9.947925818954e-12       7.215199393474e-15       8.834590758880e-14       3.262794826878e-15       1.012770320963e-15 
  475       2.971442709932e-10       1.604507453643e-12      -9.919308721281e-12       7.241106920140e-15       8.769577749413e-14       3.174884235667e-15       9.983800074180e-16 
  476       2.985696100137e-10       1.581994300489e-12      -9.886227338628e-12       7.267077652040e-15       8.705147307389e-14       3.089001424990e-15       9.839907756279e-16 
  477       2.999882431466e-10       1.559646841485e-12      -9.848727382572e-12       7.293108502057e-15       8.641296521883e-14       3.005135988166e-15       9.696039599200e-16 
  478       3.013995435724e-10       1.537476674930e-12      -9.806855990345e-12       7.319196327401e-15       8.578022262171e-14       2.923276936554e-15       9.552209016420e-16 
  479       3.028028756085e-10       1.515495543421e-12      -9.760661733387e-12       7.345337929308e-15       8.515321176209e-14       2.843412695722e-15       9.408429491579e-16 
  480       3.041975946665e-10       1.493715334508e-12      -9.710194625897e-12       7.371530052736e-15       8.453189689097e-14       2.765531101613e-15       9.264714578430e-16 
  481       3.055830472083e-10       1.472148081328e-12      -9.655506133380e-12       7.397769386069e-15       8.391624001562e-14       2.689619396714e-15       9.121077900797e-16 
  482       3.069585707034e-10       1.450805963255e-12      -9.596649181201e-12       7.424052560810e-15       8.330620088422e-14       2.615664226218e-15       8.977533152527e-16 
  483       3.083234935850e-10       1.429701306543e-12      -9.533678163136e-12       7.450376151283e-15       8.270173697065e-14       2.543651634198e-15       8.834094097445e-16 
  484       3.096771352074e-10       1.408846584968e-12      -9.466648949919e-12       7.476736674330e-15       8.210280345919e-14       2.473567059768e-15       8.690774569312e-16 
  485       3.110188058021e-10       1.388254420476e-12      -9.395618897793e-12       7.503130589007e-15       8.150935322927e-14       2.405395333256e-15       8.547588471774e-16 
  486       3.123478064348e-10       1.367937583821e-12      -9.320646857065e-12       7.529554296291e-15       8.092133684018e-14       2.339120672364e-15       8.404549778322e-16 
  487       3.136634289621e-10       1.347908995214e-12      -9.241793180651e-12       7.556004138767e-15       8.033870251582e-14       2.274726678342e-15       8.261672532242e-16 
  488       3.149649559881e-10       1.328181724966e-12      -9.159119732630e-12       7.582476400335e-15       7.976139612940e-14       2.212196332150e-15       8.118970846574e-16 
  489       3.162516608213e-10       1.308768994130e-12      -9.072689896792e-12       7.608967305906e-15       7.918936118820e-14       2.151511990629e-15       7.976458904063e-16 
  490       3.175228074311e-10       1.289684175146e-12      -8.982568585190e-12       7.635473021100e-15       7.862253881831e-14       2.092655382665e-15       7.834150957115e-16 
  491       3.187776504045e-10       1.270940792486e-12      -8.888822246691e-12       7.661989651944e-15       7.806086774929e-14       2.035607605358e-15       7.692061327754e-16 
  492       3.200154349033e-10       1.252552523297e-12      -8.791518875525e-12       7.688513244572e-15       7.750428429899e-14       1.980349120188e-15       7.550204407571e-16 
  493       3.212353966198e-10       1.234533198045e-12      -8.690728019837e-12       7.715039784922e-15       7.695272235823e-14       1.926859749183e-15       7.408594657684e-16 
  494       3.224367617348e-10       1.216896801160e-12      -8.586520790235e-12       7.741565198437e-15       7.640611337553e-14       1.875118671085e-15       7.267246608690e-16 
  495       3.236187468730e-10       1.199657471676e-12      -8.478969868345e-12       7.768085349761e-15       7.586438634186e-14       1.825104417519e-15       7.126174860620e-16 
  496       3.247805590609e-10       1.182829503883e-12      -8.368149515355e-12       7.794596042438e-15       7.532746777533e-14       1.776794869157e-15       6.985394082895e-16 
  497       3.259213956826e-10       1.166427347961e-12      -8.254135580572e-12       7.821093018610e-15       7.479528170599e-14       1.730167251888e-15       6.844919014278e-16 
  498       3.270404444370e-10       1.150465610633e-12      -8.137005509968e-12       7.847571958719e-15       7.426774966049e-14       1.685198132984e-15       6.704764462831e-16 
  499       3.281368832943e-10       1.134959055803e-12      -8.016838354733e-12       7.874028481200e-15       7.374479064685e-14       1.641863417267e-15       6.564945305868e-16 
  500       3.292098804529e-10       1.119922605201e-12      -7.893714779825e-12       7.900458142185e-15       7.322632113916e-14       1.600138343278e-15       6.425476489910e-16 
  501       3.302585942958e-10       1.105371339029e-12      -7.767717072518e-12       7.926856435197e-15       7.271225506235e-14       1.559997479438e-15       6.286373030641e-16 
  502       3.312821733478e-10       1.091320496606e-12      -7.638929150956e-12       7.953218790851e-15       7.220250377690e-14       1.521414720224e-15       6.147650012862e-16 
  503       3.322797562316e-10       1.077785477006e-12      -7.507436572703e-12       7.979540576552e-15       7.169697606354e-14       1.484363282329e-15       6.009322590442e-16 
  504       3.332504716250e-10       1.064781839709e-12      -7.373326543291e-12       8.005817096193e-15       7.119557810802e-14       1.448815700832e-15       5.871405986280e-16 
  505       3.341935659818e-10       1.052323454146e-12      -7.236685025402e-12       8.032043929755e-15       7.069822864655e-14       1.414746770147e-15       5.733914598099e-16 
  506       3.351087908302e-10       1.040416888421e-12      -7.097587957443e-12       8.058217963475e-15       7.020490491294e-14       1.382142467836e-15       5.596859287610e-16 
  507       3.359960265469e-10       1.029066860201e-12      -6.956109798842e-12       8.084336388758e-15       6.971559798502e-14       1.350991280329e-15       5.460250013164e-16 
  508       3.368551556182e-10       1.018278072973e-12      -6.812326413708e-12       8.110396364827e-15       6.923029773555e-14       1.321281278944e-15       5.324096716382e-16 
  509       3.376860626570e-10       1.008055215813e-12      -6.666315078020e-12       8.136395018572e-15       6.874899282406e-14       1.293000117439e-15       5.188409321685e-16 
  510       3.384886344190e-10       9.984029631631e-13      -6.518154486816e-12       8.162329444416e-15       6.827167068868e-14       1.266135029565e-15       5.053197735830e-16 
  511       3.392627598201e-10       9.893259746052e-13      -6.367924761384e-12       8.188196704166e-15       6.779831753799e-14       1.240672826610e-15       4.918471847449e-16 
  512       3.400083299525e-10       9.808288946365e-13      -6.215707456447e-12       8.213993826879e-15       6.732891834290e-14       1.216599894954e-15       4.784241526576e-16 
  513       3.407252381018e-10       9.729163524439e-13      -6.061585567355e-12       8.239717808713e-15       6.686345682846e-14       1.193902193617e-15       4.650516624190e-16 
  514       3.414133797635e-10       9.655929616783e-13      -5.905643537273e-12       8.265365612789e-15       6.640191546575e-14       1.172565251807e-15       4.517306971744e-16 
  515       3.420726526597e-10       9.588633202297e-13      -5.747967264370e-12       8.290934169049e-15       6.594427546369e-14       1.152574166476e-15       4.384622380702e-16 
  516       3.427029567560e-10       9.527320100017e-13      -5.588644109006e-12       8.316420374111e-15       6.549051676092e-14       1.133913599864e-15       4.252472642072e-16 
  517       3.433041942780e-10       9.472035966863e-13      -5.427762900926e-12       8.341821091132e-15       6.504061801764e-14       1.116567777050e-15       4.120867525943e-16 
  518       3.438762697282e-10       9.422826295384e-13      -5.265413946442e-12       8.367133149663e-15       6.459455660744e-14       1.100520483506e-15       3.989816781019e-16 
  519       3.444190899026e-10       9.379736411507e-13      -5.101689035629e-12       8.392353345506e-15       6.415230860919e-14       1.085755062642e-15       3.859330134152e-16 
  520       3.449325639072e-10       9.342811472279e-13      -4.936681449506e-12       8.417478440577e-15       6.371384879885e-14       1.072254413358e-15       3.729417289880e-16 
  521       3.454166031752e-10       9.312096463622e-13      -4.770485967235e-12       8.442505162758e-15       6.327915064135e-14       1.060000987597e-15       3.600087929959e-16 
  522       3.458711214834e-10       9.287636198071e-13      -4.603198873298e-12       8.467430205759e-15       6.284818628240e-14       1.048976787889e-15       3.471351712896e-16 
  523       3.462960349687e-10       9.269475312528e-13      -4.434917964697e-12       8.492250228976e-15       6.242092654039e-14       1.039163364906e-15       3.343218273491e-16 
  524       3.466912621453e-10       9.257658266002e-13      -4.265742558135e-12       8.516961857349e-15       6.199734089821e-14       1.030541815009e-15       3.215697222364e-16 
  525       3.470567239212e-10       9.252229337362e-13      -4.095773497209e-12       8.541561681217e-15       6.157739749511e-14       1.023092777800e-15       3.088798145491e-16 
  526       3.473923436146e-10       9.253232623080e-13      -3.925113159599e-12       8.566046256181e-15       6.116106311851e-14       1.016796433672e-15       2.962530603745e-16 
  527       3.476980469711e-10       9.260712034980e-13      -3.753865464253e-12       8.590412102959e-15       6.074830319593e-14       1.011632501356e-15       2.836904132423e-16 
  528       3.479737621801e-10       9.274711297982e-13      -3.582135878581e-12       8.614655707245e-15       6.033908178677e-14       1.007580235475e-15       2.711928240783e-16 
  529       3.482194198917e-10       9.295273947851e-13      -3.410031425641e-12       8.638773519566e-15       5.993336157417e-14       1.004618424093e-15       2.587612411582e-16 
  530       3.484349532331e-10       9.322443328943e-13      -3.237660691328e-12       8.662761955142e-15       5.953110385690e-14       1.002725386260e-15       2.463966100607e-16 
  531       3.486202978258e-10       9.356262591951e-13      -3.065133831562e-12       8.686617393745e-15       5.913226854115e-14       1.001878969572e-15       2.340998736212e-16 
  532       3.487753918018e-10       9.396774691656e-13      -2.892562579482e-12       8.710336179552e-15       5.873681413245e-14       1.002056547711e-15       2.218719718849e-16 
  533       3.489001758206e-10       9.444022384667e-13      -2.720060252627e-12       8.733914621010e-15       5.834469772745e-14       1.003235018001e-15       2.097138420608e-16 
  534       3.489945930859e-10       9.498048227172e-13      -2.547741760132e-12       8.757348990688e-15       5.795587500581e-14       1.005390798955e-15       1.976264184749e-16 
  535       3.490585893622e-10       9.558894572685e-13      -2.375723609912e-12       8.780635525139e-15       5.757030022204e-14       1.008499827828e-15       1.856106325235e-16 
  536       3.490921129915e-10       9.626603569790e-13      -2.204123915854e-12       8.803770424757e-15       5.718792619734e-14       1.012537558163e-15       1.736674126270e-16 
  537       3.490951149102e-10       9.701217159892e-13      -2.033062405006e-12       8.826749853636e-15       5.680870431148e-14       1.017478957346e-15       1.617976841832e-16 
  538       3.490675486657e-10       9.782777074958e-13      -1.862660424762e-12       8.849569939425e-15       5.643258449461e-14       1.023298504150e-15       1.500023695208e-16 
  539       3.490093704328e-10       9.871324835271e-13      -1.693040950054e-12       8.872226773190e-15       5.605951521914e-14       1.029970186292e-15       1.382823878528e-16 
  540       3.489205390311e-10       9.966901747169e-13      -1.524328590543e-12       8.894716409270e-15       5.568944349156e-14       1.037467497975e-15       1.266386552301e-16 
  541       3.488010159410e-10       1.006954890080e-12      -1.356649597802e-12       8.917034865136e-15       5.532231484433e-14       1.045763437446e-15       1.150720844950e-16 
  542       3.486507653208e-10       1.017930716786e-12      -1.190131872512e-12       8.939178121248e-15       5.495807332769e-14       1.054830504540e-15       1.035835852344e-16 
  543       3.484697540235e-10       1.029621719934e-12      -1.024904971644e-12       8.961142120915e-15       5.459666150153e-14       1.064640698233e-15       9.217406373360e-17 
  544       3.482580091812e-10       1.042030458487e-12      -8.610881798170e-13       8.982923300229e-15       5.423802938214e-14       1.075168828919e-15       8.084431234743e-17 
  545       3.480157926192e-10       1.055153489878e-12      -6.987543579223e-13       9.004520193756e-15       5.388216156214e-14       1.086402557632e-15       6.959467445528e-17 
  546       3.477434311425e-10       1.068985744664e-12      -5.379651413035e-13       9.025931871530e-15       5.352905080017e-14       1.098332620633e-15       5.842537044882e-17 
  547       3.474412594293e-10       1.083521998664e-12      -3.787827904273e-13       9.047157412942e-15       5.317868912712e-14       1.110949537875e-15       4.733660741193e-17 
  548       3.471096200715e-10       1.098756872131e-12      -2.212701932420e-13       9.068195906803e-15       5.283106784162e-14       1.124243611899e-15       3.632857902949e-17 
  549       3.467488636146e-10       1.114684828927e-12      -6.549086753464e-14       9.089046451426e-15       5.248617750550e-14       1.138204926723e-15       2.540146549600e-17 
  550       3.463593485976e-10       1.131300175696e-12       8.849103671023e-14       9.109708154693e-15       5.214400793927e-14       1.152823346733e-15       1.455543342436e-17 
  551       3.459414415928e-10       1.148597061041e-12       2.406107349533e-13       9.130180134128e-15       5.180454821760e-14       1.168088515579e-15       3.790635754564e-18 
  552       3.454955172465e-10       1.166569474694e-12       3.908028057424e-13       9.150461516972e-15       5.146778666478e-14       1.183989855061e-15      -6.892788337593e-18 
  553       3.450219583182e-10       1.185211246692e-12       5.390011883546e-13       9.170551440256e-15       5.113371085019e-14       1.200516564024e-15      -1.749471353180e-17 
  554       3.445211557212e-10       1.204516046554e-12       6.851391804382e-13       9.190449050870e-15       5.080230758382e-14       1.217657617251e-15      -2.801502845450e-17 
  555       3.439935085623e-10       1.224477382449e-12       8.291494356552e-13       9.210153505637e-15       5.047356291167e-14       1.235401764349e-15      -3.845363577020e-17 
  556       3.434394241820e-10       1.245088600376e-12       9.709639613230e-13       9.229663971391e-15       5.014746211129e-14       1.253737528647e-15      -4.881045227275e-17 
  557       3.428593181942e-10       1.266342883334e-12       1.110514116057e-12       9.248979625040e-15       4.982398968721e-14       1.272653206084e-15      -5.908540897663e-17 
  558       3.422536145266e-10       1.288233250498e-12       1.247730607412e-12       9.268099653648e-15       4.950312936644e-14       1.292136864101e-15      -6.927845120820e-17 
  559       3.416227454606e-10       1.310752556392e-12       1.382543489524e-12       9.287023254501e-15       4.918486409394e-14       1.312176340533e-15      -7.938953869707e-17 
  560       3.409671516710e-10       1.333893490067e-12       1.514882160756e-12       9.305749635183e-15       4.886917602809e-14       1.332759242502e-15      -8.941864566729e-17 
  561       3.402872822665e-10       1.357648574267e-12       1.644675361333e-12       9.324278013650e-15       4.855604653614e-14       1.353872945306e-15      -9.936576092870e-17 
  562       3.395835948293e-10       1.382010164612e-12       1.771851170992e-12       9.342607618297e-15       4.824545618975e-14       1.375504591314e-15      -1.092308879682e-16 
  563       3.388565554553e-10       1.406970448766e-12       1.896337006618e-12       9.360737688037e-15       4.793738476038e-14       1.397641088852e-15      -1.190140450410e-16 
  564       3.381066387940e-10       1.432521445613e-12       2.018059619889e-12       9.378667472371e-15       4.763181121482e-14       1.420269111102e-15      -1.287152652621e-16 
  565       3.373343280889e-10       1.458655004433e-12       2.136945094918e-12       9.396396231458e-15       4.732871371067e-14       1.443375094989e-15      -1.383345966971e-16 
  566       3.365401152168e-10       1.485362804074e-12       2.252918845895e-12       9.413923236195e-15       4.702806959176e-14       1.466945240072e-15      -1.478721024542e-16 
  567       3.357245007284e-10       1.512636352124e-12       2.365905614728e-12       9.431247768280e-15       4.672985538368e-14       1.490965507438e-15      -1.573278607747e-16 
  568       3.348879938882e-10       1.540466984090e-12       2.475829468686e-12       9.448369120294e-15       4.643404678924e-14       1.515421618594e-15      -1.667019651250e-16 
  569       3.340311127143e-10       1.568845862570e-12       2.582613798041e-12       9.465286595766e-15       4.614061868390e-14       1.540299054356e-15      -1.759945242873e-16 
  570       3.331543840186e-10       1.597763976425e-12       2.686181313712e-12       9.481999509252e-15       4.584954511132e-14       1.565583053743e-15      -1.852056624513e-16 
  571       3.322583434467e-10       1.627212139956e-12       2.786454044903e-12       9.498507186403e-15       4.556079927876e-14       1.591258612868e-15      -1.943355193054e-16 
  572       3.313435355179e-10       1.657180992076e-12       2.883353336747e-12       9.514808964040e-15       4.527435355262e-14       1.617310483827e-15      -2.033842501278e-16 
  573       3.304105136654e-10       1.687660995486e-12       2.976799847951e-12       9.530904190225e-15       4.499017945385e-14       1.643723173595e-15      -2.123520258779e-16 
  574       3.294598402762e-10       1.718642435847e-12       3.066713548435e-12       9.546792224337e-15       4.470824765349e-14       1.670480942917e-15      -2.212390332877e-16 
  575       3.284920867309e-10       1.750115420956e-12       3.153013716972e-12       9.562472437141e-15       4.442852796808e-14       1.697567805196e-15      -2.300454749528e-16 
  576       3.275078334441e-10       1.782069879919e-12       3.235618938836e-12       9.577944210863e-15       4.415098935518e-14       1.724967525387e-15      -2.387715694240e-16 
  577       3.265076699040e-10       1.814495562327e-12       3.314447103439e-12       9.593206939260e-15       4.387559990883e-14       1.752663618889e-15      -2.474175512986e-16 
  578       3.254921947128e-10       1.847382037425e-12       3.389415401977e-12       9.608260027698e-15       4.360232685501e-14       1.780639350437e-15      -2.559836713112e-16 
  579       3.244620156265e-10       1.880718693293e-12       3.460440325068e-12       9.623102893218e-15       4.333113654713e-14       1.808877732993e-15      -2.644701964256e-16 
  580       3.234177495947e-10       1.914494736014e-12       3.527437660398e-12       9.637734964612e-15       4.306199446151e-14       1.837361526634e-15      -2.728774099257e-16 
  581       3.223600228012e-10       1.948699188853e-12       3.590322490360e-12       9.652155682499e-15       4.279486519285e-14       1.866073237452e-15      -2.812056115069e-16 
  582       3.212894707034e-10       1.983320891427e-12       3.649009189698e-12       9.666364499391e-15       4.252971244966e-14       1.894995116438e-15      -2.894551173674e-16 
  583       3.202067113507e-10       2.018348415389e-12       3.703425049431e-12       9.680361242534e-15       4.226650450643e-14       1.924111415507e-15      -2.976260712455e-16 
  584       3.191122645260e-10       2.053769810821e-12       3.753551527298e-12       9.694147212238e-15       4.200523071864e-14       1.953415219732e-15      -3.057178721610e-16 
  585       3.180066306627e-10       2.089572851873e-12       3.799384023159e-12       9.707724111126e-15       4.174588541134e-14       1.982901783599e-15      -3.137297325580e-16 
  586       3.168903174152e-10       2.125745118832e-12       3.840918348403e-12       9.721093684055e-15       4.148846245726e-14       2.012566289014e-15      -3.216608660901e-16 
  587       3.157638396890e-10       2.162273997262e-12       3.878150728398e-12       9.734257718317e-15       4.123295527426e-14       2.042403844987e-15      -3.295104876445e-16 
  588       3.146277196714e-10       2.199146677150e-12       3.911077804931e-12       9.747218043838e-15       4.097935682265e-14       2.072409487320e-15      -3.372778133676e-16 
  589       3.134824868622e-10       2.236350152054e-12       3.939696638657e-12       9.759976533378e-15       4.072765960265e-14       2.102578178295e-15      -3.449620606886e-16 
  590       3.123286781040e-10       2.273871218246e-12       3.964004711542e-12       9.772535102736e-15       4.047785565176e-14       2.132904806360e-15      -3.525624483448e-16 
  591       3.111668376131e-10       2.311696473853e-12       3.983999929306e-12       9.784895710942e-15       4.022993654215e-14       2.163384185817e-15      -3.600781964062e-16 
  592       3.099975170100e-10       2.349812318006e-12       3.999680623870e-12       9.797060360468e-15       3.998389337808e-14       2.194011056509e-15      -3.675085262998e-16 
  593       3.088212753498e-10       2.388204949985e-12       4.011045555801e-12       9.809031097420e-15       3.973971679329e-14       2.224780083506e-15      -3.748526608347e-16 
  594       3.076386791533e-10       2.426860368360e-12       4.018093916754e-12       9.820810011742e-15       3.949739694839e-14       2.255685856794e-15      -3.821098242264e-16 
  595       3.064503024368e-10       2.465764370138e-12       4.020825331921e-12       9.832399237418e-15       3.925692352825e-14       2.286722890962e-15      -3.892792421218e-16 
  596       3.052567267435e-10       2.504902549909e-12       4.019239862469e-12       9.843800952669e-15       3.901828573941e-14       2.317885624888e-15      -3.963601416233e-16 
  597       3.040585411735e-10       2.544260298985e-12       4.013338007994e-12       9.855017380156e-15       3.878147230748e-14       2.349168421425e-15      -4.033517513143e-16 
  598       3.028563424147e-10       2.583822804554e-12       4.003120708956e-12       9.866050787182e-15       3.854647147454e-14       2.380565567093e-15      -4.102533012829e-16 
  599       3.016507347735e-10       2.623575048816e-12       3.988589349132e-12       9.876903485886e-15       3.831327099651e-14       2.412071271761e-15      -4.170640231473e-16 
  600       3.004423302048e-10       2.663501808131e-12       3.969745758055e-12       9.887577833452e-15       3.808185814058e-14       2.443679668336e-15      -4.237831500801e-16 
  601       2.992317483434e-10       2.703587652164e-12       3.946592213460e-12       9.898076232305e-15       3.785221968260e-14       2.475384812451e-15      -4.304099168330e-16 
  602       2.980196165339e-10       2.743816943032e-12       3.919131443732e-12       9.908401130310e-15       3.762434190444e-14       2.507180682153e-15      -4.369435597615e-16 
  603       2.968065698617e-10       2.784173834441e-12       3.887366630347e-12       9.918555020976e-15       3.739821059146e-14       2.539061177585e-15      -4.433833168495e-16 
  604       2.955932511835e-10       2.824642270840e-12       3.851301410318e-12       9.928540443655e-15       3.717381102983e-14       2.571020120680e-15      -4.497284277340e-16 
  605       2.943803111578e-10       2.865205986560e-12       3.810939878638e-12       9.938359983743e-15       3.695112800399e-14       2.603051254843e-15      -4.559781337299e-16 
  606       2.931684082756e-10       2.905848504959e-12       3.766286590730e-12       9.948016272881e-15       3.673014579400e-14       2.635148244643e-15      -4.621316778541e-16 
  607       2.919582088909e-10       2.946553137568e-12       3.717346564885e-12       9.957511989152e-15       3.651084817296e-14       2.667304675494e-15      -4.681883048511e-16 
  608       2.907503872514e-10       2.987302983236e-12       3.664125284710e-12       9.966849857287e-15       3.629321840441e-14       2.699514053348e-15      -4.741472612166e-16 
  609       2.895456255289e-10       3.028080927275e-12       3.606628701575e-12       9.976032648862e-15       3.607723923973e-14       2.731769804377e-15      -4.800077952229e-16 
  610       2.883446138502e-10       3.068869640600e-12       3.544863237053e-12       9.985063182499e-15       3.586289291551e-14       2.764065274666e-15      -4.857691569433e-16 
  611       2.871480503274e-10       3.109651578882e-12       3.478835785368e-12       9.993944324068e-15       3.565016115097e-14       2.796393729896e-15      -4.914305982767e-16 
  612       2.859566410885e-10       3.150408981685e-12       3.408553715838e-12       1.000267898688e-14       3.543902514536e-14       2.828748355030e-15      -4.969913729725e-16 
  613       2.847711003083e-10       3.191123871614e-12       3.334024875320e-12       1.001127013191e-14       3.522946557536e-14       2.861122254005e-15      -5.024507366547e-16 
  614       2.835921502387e-10       3.231778053460e-12       3.255257590658e-12       1.001972076797e-14       3.502146259245e-14       2.893508449416e-15      -5.078079468474e-16 
  615       2.824205212394e-10       3.272353113344e-12       3.172260671121e-12       1.002803395191e-14       3.481499582032e-14       2.925899882202e-15      -5.130622629986e-16 
  616       2.812569518083e-10       3.312830417860e-12       3.085043410854e-12       1.003621278886e-14       3.461004435230e-14       2.958289411337e-15      -5.182129465055e-16 
