# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)rho_gsf            15:(.)p_gsf              16:(.)p_prime_gsf        17:(.)cs2_gsf            18:(.)w_gsf              19:phi_gsf               20:phi'_gsf              21:phi''_gsf             22:V_gsf                 23:V'_gsf                24:V''_gsf               25:P_gsf                 26:PX_gsf                27:Pphi_gsf              28:PXX_gsf               29:PXphi_gsf             30:Pphiphi_gsf           31:PXXX_gsf              32:PXXphi_gsf            33:PXphiphi_gsf          34:A_gsf                 35:B_gsf                 36:C_dif_gsf             37:D_gsf                 38:(.)rho_tot            39:(.)p_tot              40:(.)p_tot_prime        41:gr.fac. D             42:gr.fac. f          
       8.550220715872e+11       1.034045143862e-21       5.421516107162e-07       1.577089705676e+18       1.400419278631e+04       1.637875003658e-08       1.197389392707e+16       3.130115062162e-07       1.470579051116e+36       1.556700215686e+27       8.353350392063e+27       1.016632878722e+36       2.487211939748e+36       5.384726959907e-08      -5.384717767188e-08      -7.631590635086e+02       2.133981041285e-07      -9.999982928163e-01       7.000000000000e+01       9.401450473885e-16       1.734098073179e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       4.267964814897e-07       3.230833418129e-08       3.095179243789e+06       2.000000853593e-01       6.461666836257e-09       0.000000000000e+00       6.190358487578e+05       4.000001707186e-02       2.000001280389e+00       7.378004630567e+06       1.040459287972e-09       0.000000000000e+00       2.487211939748e+36       8.290706432793e+35      -6.116889003181e+42       5.878065214405e-05       1.900491028548e-01 
       8.458806747230e+11       1.056515674921e-21       5.480105755851e-07       1.543547332134e+18       1.400419278630e+04       1.655575449914e-08       1.184587604304e+16       3.163942083902e-07       1.408690169972e+36       1.507302145638e+27       8.088277269027e+27       9.738481869707e+35       2.382538366539e+36       5.384726668778e-08      -5.384717767188e-08      -7.079361074219e+02       2.066398964357e-07      -9.999983468819e-01       7.000000000000e+01       9.503051489400e-16       1.734098096655e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       4.132800490719e-07       3.230833330790e-08       3.095179243789e+06       2.000000826560e-01       6.461666661580e-09       0.000000000000e+00       6.190358487578e+05       4.000001653120e-02       2.000001239840e+00       7.299123386169e+06       1.040459287994e-09       0.000000000000e+00       2.382538366539e+36       7.941794523144e+35      -5.796815609983e+42       5.890073126016e-05       1.896616556347e-01 
       8.368370123376e+11       1.079474506801e-21       5.539332050830e-07       1.510718355440e+18       1.400419278629e+04       1.673467184148e-08       1.171922685150e+16       3.198134672858e-07       1.349405863949e+36       1.459471602401e+27       7.831615592568e+27       9.328640762223e+35       2.282269949463e+36       5.384726387092e-08      -5.384717767189e-08      -6.567431384485e+02       2.001008970792e-07      -9.999983991938e-01       7.000000000000e+01       9.605750504226e-16       1.734098119371e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       4.002020344007e-07       3.230833246284e-08       3.095179243789e+06       2.000000800404e-01       6.461666492568e-09       0.000000000000e+00       6.190358487578e+05       4.000001600808e-02       2.000001200606e+00       7.221085490824e+06       1.040459288017e-09       0.000000000000e+00       2.282269949463e+36       7.607566467239e+35      -5.493490432584e+42       5.902081037632e-05       1.892757849558e-01 
       8.278900395111e+11       1.102932249907e-21       5.599194992101e-07       1.478587602693e+18       1.400419278629e+04       1.691552273602e-08       1.159393171918e+16       3.232696779664e-07       1.292616520279e+36       1.413158844349e+27       7.583098446022e+27       8.936047695617e+35       2.186221298837e+36       5.384726114087e-08      -5.384717767189e-08      -6.092181203082e+02       1.937634191422e-07      -9.999984498935e-01       7.000000000000e+01       9.709559384263e-16       1.734098141389e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       3.875270635501e-07       3.230833164383e-08       3.095179243789e+06       2.000000775054e-01       6.461666328766e-09       0.000000000000e+00       6.190358487578e+05       4.000001550108e-02       2.000001162581e+00       7.143881928184e+06       1.040459288039e-09       0.000000000000e+00       2.186221298837e+36       7.287404299469e+35      -5.206037100944e+42       5.914088949252e-05       1.888914812128e-01 
       8.190387224953e+11       1.126899746793e-21       5.659712769557e-07       1.447140223699e+18       1.400419278628e+04       1.709832807856e-08       1.146997616927e+16       3.267632397724e-07       1.238217139214e+36       1.368315708285e+27       7.342467382672e+27       8.559976791229e+35       2.094214827048e+36       5.384725850030e-08      -5.384717767189e-08      -5.651743573907e+02       1.876336501357e-07      -9.999984989316e-01       7.000000000000e+01       9.814490123873e-16       1.734098162687e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       3.752675115098e-07       3.230833085166e-08       3.095179243789e+06       2.000000750535e-01       6.461666170331e-09       0.000000000000e+00       6.190358487578e+05       4.000001501070e-02       2.000001125803e+00       7.067503778039e+06       1.040459288063e-09       0.000000000000e+00       2.094214827048e+36       6.980716061123e+35      -4.933625102112e+42       5.926096860876e-05       1.885087348832e-01 
       8.102820385940e+11       1.151388073804e-21       5.720867193304e-07       1.416361684106e+18       1.400419278628e+04       1.728310899074e-08       1.134734587974e+16       3.302945563515e-07       1.186107139891e+36       1.324895559354e+27       7.109472156976e+27       8.199732718786e+35       2.006080420204e+36       5.384725594044e-08      -5.384717767189e-08      -5.242768340580e+02       1.816912261721e-07      -9.999985464710e-01       7.000000000000e+01       9.920554846779e-16       1.734098183335e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       3.633826504146e-07       3.230833008370e-08       3.095179243789e+06       2.000000726765e-01       6.461666016739e-09       0.000000000000e+00       6.190358487578e+05       4.000001453531e-02       2.000001090148e+00       6.991942215830e+06       1.040459288086e-09       0.000000000000e+00       2.006080420204e+36       6.686934705897e+35      -4.675467380704e+42       5.938104772504e-05       1.881275365162e-01 
       8.016189760451e+11       1.176408549985e-21       5.782694643131e-07       1.386237758685e+18       1.400419278627e+04       1.746988682247e-08       1.122602668168e+16       3.338640357226e-07       1.136190174360e+36       1.282853242544e+27       6.883870464322e+27       7.854649410781e+35       1.921655123605e+36       5.384725346496e-08      -5.384717767189e-08      -4.863812916880e+02       1.759446928711e-07      -9.999985924432e-01       7.000000000000e+01       1.002776580801e-15       1.734098203305e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       3.518895714816e-07       3.230832934105e-08       3.095179243789e+06       2.000000703779e-01       6.461665868211e-09       0.000000000000e+00       6.190358487578e+05       4.000001407558e-02       2.000001055669e+00       6.917188511036e+06       1.040459288110e-09       0.000000000000e+00       1.921655123605e+36       6.405517051461e+35      -4.430818064930e+42       5.950112684136e-05       1.877478767428e-01 
       7.930485339039e+11       1.201972738428e-21       5.845195119036e-07       1.356754524759e+18       1.400419278626e+04       1.765868315437e-08       1.110600455767e+16       3.374720903054e-07       1.088373949449e+36       1.242145035724e+27       6.665427689039e+27       7.524088830961e+35       1.840782840453e+36       5.384725106598e-08      -5.384717767189e-08      -4.512029125725e+02       1.703757601245e-07      -9.999986369946e-01       7.000000000000e+01       1.013613539477e-15       1.734098222659e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       3.407516944165e-07       3.230832862136e-08       3.095179243789e+06       2.000000681503e-01       6.461665724272e-09       0.000000000000e+00       6.190358487578e+05       4.000001363007e-02       2.000001022255e+00       6.843234026755e+06       1.040459288134e-09       0.000000000000e+00       1.840782840453e+36       6.135942775152e+35      -4.198970311618e+42       5.962120595773e-05       1.873697462642e-01 
       7.845697219271e+11       1.228092454895e-21       5.908350431127e-07       1.327898355762e+18       1.400419278626e+04       1.784951980028e-08       1.098726564014e+16       3.411191369829e-07       1.042570056115e+36       1.202728604181e+27       6.453916660412e+27       7.207439794638e+35       1.763314043235e+36       5.384724874400e-08      -5.384717767189e-08      -4.185813636488e+02       1.649855549363e-07      -9.999986801162e-01       7.000000000000e+01       1.024567612831e-15       1.734098241393e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       3.299712731941e-07       3.230832792477e-08       3.095179243789e+06       2.000000659943e-01       6.461665584953e-09       0.000000000000e+00       6.190358487578e+05       4.000001319885e-02       2.000000989914e+00       6.770070218222e+06       1.040459288158e-09       0.000000000000e+00       1.763314043235e+36       5.877713451929e+35      -3.979254263994e+42       5.974128507414e-05       1.869931358603e-01 
       7.761815604583e+11       1.254779771259e-21       5.972215149086e-07       1.299655914949e+18       1.400419278625e+04       1.804241880980e-08       1.086979620981e+16       3.448055971403e-07       9.986938059822e+35       1.164562956589e+27       6.249117416433e+27       6.904116838649e+35       1.689105497261e+36       5.384724649581e-08      -5.384717767189e-08      -3.883220233941e+02       1.597666418344e-07      -9.999987218675e-01       7.000000000000e+01       1.035640066513e-15       1.734098259534e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       3.195334368211e-07       3.230832725031e-08       3.095179243789e+06       2.000000639067e-01       6.461665450062e-09       0.000000000000e+00       6.190358487578e+05       4.000001278134e-02       2.000000958600e+00       6.697688632114e+06       1.040459288182e-09       0.000000000000e+00       1.689105497261e+36       5.630351632824e+35      -3.771035116325e+42       5.986136419059e-05       1.866180363832e-01 
       7.678830803153e+11       1.282047021656e-21       6.036752893124e-07       1.272014149225e+18       1.400419278624e+04       1.823740247080e-08       1.075358269404e+16       3.485318967166e-07       9.566640747615e+35       1.127608402382e+27       6.050816975048e+27       6.613559138875e+35       1.618019995827e+36       5.384724431785e-08      -5.384717767189e-08      -3.602406003644e+02       1.547107682216e-07      -9.999987623144e-01       7.000000000000e+01       1.046832179848e-15       1.734098277110e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       3.094216800559e-07       3.230832659692e-08       3.095179243789e+06       2.000000618843e-01       6.461665319384e-09       0.000000000000e+00       6.190358487578e+05       4.000001237687e-02       2.000000928265e+00       6.626080905490e+06       1.040459288207e-09       0.000000000000e+00       1.618019995827e+36       5.393399962163e+35      -3.573711279834e+42       5.998144330709e-05       1.862444387578e-01 
       7.596733226777e+11       1.309906808979e-21       6.101981853135e-07       1.244960283116e+18       1.400419278624e+04       1.843449331202e-08       1.063861166535e+16       3.522984662570e-07       9.164031522546e+35       1.091826510476e+27       5.858809112668e+27       6.335229473312e+35       1.549926106536e+36       5.384724221073e-08      -5.384717767189e-08      -3.342097240379e+02       1.498193375446e-07      -9.999988014458e-01       7.000000000000e+01       1.058145245998e-15       1.734098294116e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.996388097642e-07       3.230832596478e-08       3.095179243789e+06       2.000000599278e-01       6.461665192957e-09       0.000000000000e+00       6.190358487578e+05       4.000001198555e-02       2.000000898916e+00       6.555238764723e+06       1.040459288232e-09       0.000000000000e+00       1.549926106536e+36       5.166420331953e+35      -3.386712644580e+42       6.010152242363e-05       1.858723339838e-01 
       7.515513389762e+11       1.338372008709e-21       6.167938408908e-07       1.218481812865e+18       1.400419278623e+04       1.863371410567e-08       1.052486983979e+16       3.561057409538e-07       8.778365986740e+35       1.057180069304e+27       5.672894149704e+27       6.068613228783e+35       1.484697928282e+36       5.384724016812e-08      -5.384717767189e-08      -3.100389950274e+02       1.450776824521e-07      -9.999988393790e-01       7.000000000000e+01       1.069580572082e-15       1.734098310603e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.901554911894e-07       3.230832535200e-08       3.095179243789e+06       2.000000580311e-01       6.461665070401e-09       0.000000000000e+00       6.190358487578e+05       4.000001160622e-02       2.000000870466e+00       6.485154024800e+06       1.040459288257e-09       0.000000000000e+00       1.484697928282e+36       4.948993071841e+35      -3.209498932296e+42       6.022160154022e-05       1.855017131291e-01 
       7.435161907833e+11       1.367455777852e-21       6.234586180653e-07       1.192566500649e+18       1.400419278623e+04       1.883508787005e-08       1.041234407542e+16       3.599541607102e-07       8.408931070082e+35       1.023633048118e+27       5.492878742910e+27       5.813217449456e+35       1.422214858470e+36       5.384723819302e-08      -5.384717767189e-08      -2.876434410051e+02       1.404927146444e-07      -9.999988760588e-01       7.000000000000e+01       1.081139479369e-15       1.734098326547e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.809855477182e-07       3.230832475947e-08       3.095179243789e+06       2.000000561971e-01       6.461664951895e-09       0.000000000000e+00       6.190358487578e+05       4.000001123942e-02       2.000000842957e+00       6.415818588003e+06       1.040459288282e-09       0.000000000000e+00       1.422214858470e+36       4.740716173179e+35      -3.041558135408e+42       6.034168065686e-05       1.851325673373e-01 
       7.355669497042e+11       1.397171557240e-21       6.301961548161e-07       1.167202368927e+18       1.400419278622e+04       1.903863787223e-08       1.030102137084e+16       3.638441701744e-07       8.055043711803e+35       9.911505595148e+26       5.318575684317e+27       5.568569925396e+35       1.362361370030e+36       5.384723627760e-08      -5.384717767189e-08      -2.668406748342e+02       1.360462886644e-07      -9.999989116301e-01       7.000000000000e+01       1.092823303378e-15       1.734098342011e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.720926883804e-07       3.230832418485e-08       3.095179243789e+06       2.000000544185e-01       6.461664836969e-09       0.000000000000e+00       6.190358487578e+05       4.000001088371e-02       2.000000816278e+00       6.347224443430e+06       1.040459288308e-09       0.000000000000e+00       1.362361370030e+36       4.541204545733e+35      -2.882405037740e+42       6.046175977354e-05       1.847648878171e-01 
       7.277026972703e+11       1.427533082134e-21       6.370064511430e-07       1.142377694903e+18       1.400419278621e+04       1.924438763072e-08       1.019088886363e+16       3.677762188098e-07       7.716049597540e+35       9.596988231602e+26       5.149803706539e+27       5.334218319482e+35       1.305026797812e+36       5.384723442607e-08      -5.384717767189e-08      -2.475709349567e+02       1.317481813612e-07      -9.999989460150e-01       7.000000000000e+01       1.104633394093e-15       1.734098356961e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.634964668680e-07       3.230832362939e-08       3.095179243789e+06       2.000000526993e-01       6.461664725878e-09       0.000000000000e+00       6.190358487578e+05       4.000001053986e-02       2.000000790489e+00       6.279363665559e+06       1.040459288334e-09       0.000000000000e+00       1.305026797812e+36       4.350089305674e+35      -2.731579812620e+42       6.058183889027e-05       1.843986658525e-01 
       7.199225248326e+11       1.458554383905e-21       6.438913260354e-07       1.118081005106e+18       1.400419278620e+04       1.945236091820e-08       1.008193382890e+16       3.717507609271e-07       7.391321949559e+35       9.292451306549e+26       4.986387294268e+27       5.109729331068e+35       1.250105133978e+36       5.384723263091e-08      -5.384717767189e-08      -2.296749769942e+02       1.275809283965e-07      -9.999989793530e-01       7.000000000000e+01       1.116571116057e-15       1.734098371458e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.551619544544e-07       3.230832309084e-08       3.095179243789e+06       2.000000510324e-01       6.461664618168e-09       0.000000000000e+00       6.190358487578e+05       4.000001020648e-02       2.000000765486e+00       6.212228413858e+06       1.040459288360e-09       0.000000000000e+00       1.250105133978e+36       4.167017093542e+35      -2.588646694347e+42       6.070191800704e-05       1.840338927910e-01 
       7.122255334569e+11       1.490249800805e-21       6.508489605039e-07       1.094301070089e+18       1.400419278620e+04       1.966258176424e-08       9.974143677797e+15       3.757682557552e-07       7.080260367876e+35       8.997578115209e+26       4.828156501745e+27       4.894687894835e+35       1.197494831999e+36       5.384723089427e-08      -5.384717767189e-08      -2.130865884326e+02       1.235495284445e-07      -9.999990116041e-01       7.000000000000e+01       1.128637848582e-15       1.734098385484e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.470991484760e-07       3.230832256985e-08       3.095179243789e+06       2.000000494198e-01       6.461664513970e-09       0.000000000000e+00       6.190358487578e+05       4.000000988397e-02       2.000000741297e+00       6.145810931411e+06       1.040459288387e-09       0.000000000000e+00       1.197494831999e+36       3.991649420904e+35      -2.453192719171e+42       6.082199712387e-05       1.836705600529e-01 
       7.046108338199e+11       1.522633981388e-21       6.578829925274e-07       1.071026899242e+18       1.400419278619e+04       1.987507445812e-08       9.867505956066e+15       3.798291674803e-07       6.782289720164e+35       8.712062002654e+26       4.674946776023e+27       4.688696413365e+35       1.147098618899e+36       5.384722921227e-08      -5.384717767189e-08      -1.976944520550e+02       1.196449551863e-07      -9.999990428407e-01       7.000000000000e+01       1.140834985874e-15       1.734098399071e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.392899962622e-07       3.230832206525e-08       3.095179243789e+06       2.000000478580e-01       6.461664413049e-09       0.000000000000e+00       6.190358487578e+05       4.000000957160e-02       2.000000717870e+00       6.080103544360e+06       1.040459288414e-09       0.000000000000e+00       1.147098618899e+36       3.823662044510e+35      -2.324826532156e+42       6.094207624074e-05       1.833086591234e-01 
       6.970775461062e+11       1.555721892946e-21       6.649934221059e-07       1.048247735704e+18       1.400419278618e+04       2.008986355161e-08       9.762008342604e+15       3.839339653068e-07       6.496859078368e+35       8.435606044896e+26       4.526598785841e+27       4.491374022008e+35       1.098823315408e+36       5.384722758299e-08      -5.384717767189e-08      -1.834110017821e+02       1.158627836181e-07      -9.999990730981e-01       7.000000000000e+01       1.153163937208e-15       1.734098412234e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.317256477813e-07       3.230832157646e-08       3.095179243789e+06       2.000000463451e-01       6.461664315293e-09       0.000000000000e+00       6.190358487578e+05       4.000000926903e-02       2.000000695177e+00       6.015098660849e+06       1.040459288441e-09       0.000000000000e+00       1.098823315408e+36       3.662744366792e+35      -2.203177256472e+42       6.106215535767e-05       1.829481815552e-01 
       6.896247999071e+11       1.589528828490e-21       6.721802492393e-07       1.025953051400e+18       1.400419278618e+04       2.030697386179e-08       9.657638648041e+15       3.880831235119e-07       6.223440700075e+35       8.167922740105e+26       4.382958255925e+27       4.302355884691e+35       1.052579663676e+36       5.384722600677e-08      -5.384717767189e-08      -1.701704601974e+02       1.122037752495e-07      -9.999991023701e-01       7.000000000000e+01       1.165626127097e-15       1.734098424969e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.244076260371e-07       3.230832110360e-08       3.095179243789e+06       2.000000448815e-01       6.461664220720e-09       0.000000000000e+00       6.190358487578e+05       4.000000897631e-02       2.000000673223e+00       5.950788770141e+06       1.040459288469e-09       0.000000000000e+00       1.052579663676e+36       3.508598861589e+35      -2.087893421852e+42       6.118223447464e-05       1.825891189688e-01 
       6.822517341198e+11       1.624070412142e-21       6.794434739277e-07       1.004132542171e+18       1.400419278617e+04       2.052643047396e-08       9.554384813326e+15       3.922771214930e-07       5.961529052756e+35       7.908733709619e+26       4.243875806548e+27       4.121292519357e+35       1.008282162246e+36       5.384722447850e-08      -5.384717767189e-08      -1.578734152734e+02       1.086560720264e-07      -9.999991307517e-01       7.000000000000e+01       1.178222995433e-15       1.734098437320e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.173122148896e-07       3.230832064512e-08       3.095179243789e+06       2.000000434624e-01       6.461664129023e-09       0.000000000000e+00       6.190358487578e+05       4.000000869249e-02       2.000000651937e+00       5.887166441912e+06       1.040459288496e-09       0.000000000000e+00       1.008282162246e+36       3.360940524038e+35      -1.978641949125e+42       6.130231359167e-05       1.822314630475e-01 
       6.749574968478e+11       1.659362609382e-21       6.867867341498e-07       9.827761230114e+17       1.400419278616e+04       2.074825874450e-08       9.452234908336e+15       3.965164438361e-07       5.710639879066e+35       7.657769408437e+26       4.109206798184e+27       3.947849151798e+35       9.658489079614e+35       5.384722300120e-08      -5.384717767189e-08      -1.464821287172e+02       1.052266964451e-07      -9.999991581867e-01       7.000000000000e+01       1.190955997691e-15       1.734098449260e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.104534593261e-07       3.230832020193e-08       3.095179243789e+06       2.000000420907e-01       6.461664040386e-09       0.000000000000e+00       6.190358487578e+05       4.000000841814e-02       2.000000631360e+00       5.824224325107e+06       1.040459288524e-09       0.000000000000e+00       9.658489079614e+35       3.219496343621e+35      -1.875107187878e+42       6.142239270875e-05       1.818752055435e-01 
       6.677412453027e+11       1.695421730299e-21       6.942082109163e-07       9.618739234103e+17       1.400419278615e+04       2.097248430383e-08       9.351177130499e+15       4.008015803546e-07       5.470309301488e+35       7.414768844914e+26       3.978811181087e+27       3.781705096677e+35       9.252014445368e+35       5.384722156791e-08      -5.384717767189e-08      -1.358965878034e+02       1.018994891157e-07      -9.999991848043e-01       7.000000000000e+01       1.203826605047e-15       1.734098460847e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       2.037990405324e-07       3.230831977194e-08       3.095179243789e+06       2.000000407598e-01       6.461663954388e-09       0.000000000000e+00       6.190358487578e+05       4.000000815196e-02       2.000000611397e+00       5.761955147469e+06       1.040459288553e-09       0.000000000000e+00       9.252014445368e+35       3.084004799388e+35      -1.776990004477e+42       6.154247182588e-05       1.815203382687e-01 
       6.606021457065e+11       1.732264442129e-21       7.017115422059e-07       9.414162827868e+17       1.400419278615e+04       2.119913305935e-08       9.251199803430e+15       4.051330261658e-07       5.240092964650e+35       7.179479309331e+26       3.852553349650e+27       3.622553164606e+35       8.862646174961e+35       5.384722018315e-08      -5.384717767189e-08      -1.260949938415e+02       9.868491433411e-08      -9.999992105209e-01       7.000000000000e+01       1.216836304610e-15       1.734098472044e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       1.973698871005e-07       3.230831935651e-08       3.095179243789e+06       2.000000394740e-01       6.461663871302e-09       0.000000000000e+00       6.190358487578e+05       4.000000789480e-02       2.000000592110e+00       5.700351714257e+06       1.040459288582e-09       0.000000000000e+00       8.862646174961e+35       2.954215376419e+35      -1.684006917804e+42       6.166255094306e-05       1.811668531040e-01 
       6.535393731957e+11       1.769907771407e-21       7.092949090293e-07       9.213937460267e+17       1.400419278614e+04       2.142823119843e-08       9.152291375580e+15       4.095112817270e-07       5.019565213746e+35       6.951656111096e+26       3.730302001374e+27       3.470099094170e+35       8.489664352170e+35       5.384721883958e-08      -5.384717767189e-08      -1.169862124632e+02       9.556597648958e-08      -9.999992354724e-01       7.000000000000e+01       1.229986599523e-15       1.734098482909e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       1.911320077763e-07       3.230831895344e-08       3.095179243789e+06       2.000000382264e-01       6.461663790688e-09       0.000000000000e+00       6.190358487578e+05       4.000000764528e-02       2.000000573396e+00       5.639406907889e+06       1.040459288611e-09       0.000000000000e+00       8.489664352170e+35       2.829888102639e+35      -1.595889280226e+42       6.178263006029e-05       1.808147419881e-01 
       6.465521117257e+11       1.808369117418e-21       7.169601303758e-07       9.017970591120e+17       1.400419278613e+04       2.165980519147e-08       9.054440418901e+15       4.139368529139e-07       4.808318307522e+35       6.731062324274e+26       3.611930000325e+27       3.324061007858e+35       8.132379358230e+35       5.384721754096e-08      -5.384717767189e-08      -1.085489903384e+02       9.255139538526e-08      -9.999992595890e-01       7.000000000000e+01       1.243279009209e-15       1.734098493413e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       1.851028421651e-07       3.230831856386e-08       3.095179243789e+06       2.000000370206e-01       6.461663712771e-09       0.000000000000e+00       6.190358487578e+05       4.000000740411e-02       2.000000555309e+00       5.579113686658e+06       1.040459288640e-09       0.000000000000e+00       8.132379358230e+35       2.710793105127e+35      -1.512382501411e+42       6.190270917758e-05       1.804639969272e-01 
       6.396395539765e+11       1.847666255335e-21       7.247072062455e-07       8.826171648443e+17       1.400419278612e+04       2.189388179490e-08       8.957635627531e+15       4.184102510612e-07       4.605961664396e+35       6.517468541192e+26       3.497314244917e+27       3.184168890890e+35       7.790130596777e+35       5.384721628244e-08      -5.384717767189e-08      -1.007157072400e+02       8.962987595690e-08      -9.999992829612e-01       7.000000000000e+01       1.256715069483e-15       1.734098503595e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       1.792598001149e-07       3.230831818630e-08       3.095179243789e+06       2.000000358520e-01       6.461663637260e-09       0.000000000000e+00       6.190358487578e+05       4.000000717039e-02       2.000000537779e+00       5.519465084312e+06       1.040459288669e-09       0.000000000000e+00       7.790130596777e+35       2.596710185096e+35      -1.433245312764e+42       6.202278829493e-05       1.801146099854e-01 
       6.328009012594e+11       1.887817347782e-21       7.325397746172e-07       8.638451986582e+17       1.400419278612e+04       2.213048805433e-08       8.861865816479e+15       4.229319930337e-07       4.412121140296e+35       6.310652633872e+26       3.386335539891e+27       3.050164091978e+35       7.462285272448e+35       5.384721506372e-08      -5.384717767189e-08      -9.344811260302e+01       8.680076928437e-08      -9.999993055940e-01       7.000000000000e+01       1.270296332774e-15       1.734098513457e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       1.736015837750e-07       3.230831782068e-08       3.095179243789e+06       2.000000347203e-01       6.461663564137e-09       0.000000000000e+00       6.190358487578e+05       4.000000694406e-02       2.000000520805e+00       5.460454208987e+06       1.040459288699e-09       0.000000000000e+00       7.462285272448e+35       2.487428410758e+35      -1.358249070353e+42       6.214286741233e-05       1.797665732903e-01 
       6.260353634251e+11       1.928840952070e-21       7.404560165014e-07       8.454724845247e+17       1.400419278611e+04       2.236965130766e-08       8.767119920340e+15       4.275026012823e-07       4.226438336889e+35       6.110399523019e+26       3.278878472358e+27       2.921798845095e+35       7.148237220884e+35       5.384721388461e-08      -5.384717767189e-08      -8.671038226508e+01       8.406359764365e-08      -9.999993274914e-01       7.000000000000e+01       1.284024368284e-15       1.734098523000e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       1.681272376874e-07       3.230831746695e-08       3.095179243789e+06       2.000000336254e-01       6.461663493390e-09       0.000000000000e+00       6.190358487578e+05       4.000000672509e-02       2.000000504382e+00       5.402074242500e+06       1.040459288730e-09       0.000000000000e+00       7.148237220884e+35       2.382745727328e+35      -1.287177094310e+42       6.226294652979e-05       1.794198790302e-01 
       6.193421587719e+11       1.970756027764e-21       7.484577508876e-07       8.274905309411e+17       1.400419278610e+04       2.261139918821e-08       8.673386992015e+15       4.321226039000e-07       4.048569938931e+35       5.916500954356e+26       3.174831291774e+27       2.798835811376e+35       6.847405787972e+35       5.384721274116e-08      -5.384717767189e-08      -8.045150461698e+01       8.140922535153e-08      -9.999993487264e-01       7.000000000000e+01       1.297900762166e-15       1.734098532257e-09       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.615415330157e-07       1.628184904678e-07       3.230831712392e-08       3.095179243789e+06       2.000000325637e-01       6.461663424783e-09       0.000000000000e+00       6.190358487578e+05       4.000000651274e-02       2.000000488455e+00       5.344318439633e+06       1.040459288760e-09       0.000000000000e+00       6.847405787972e+35       2.282468583436e+35      -1.219824042791e+42       6.238302564730e-05       1.790745194519e-01 
