# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:(.)rho_gsf2           16:(.)p_gsf2             17:(.)p_prime_gsf2       18:(.)cs2_gsf2           19:(.)w_gsf2             20:phi_gsf2              21:phi'_gsf2             22:phi''_gsf2            23:V_gsf2                24:V'_gsf2               25:V''_gsf2              26:P_gsf2                27:PX_gsf2               28:Pphi_gsf2             29:PXX_gsf2              30:PXphi_gsf2            31:Pphiphi_gsf2          32:PXXX_gsf2             33:PXXphi_gsf2           34:PXphiphi_gsf2         35:A_gsf2                36:B_gsf2                37:C_dif_gsf2            38:D_gsf2                39:(.)rho_tot            40:(.)p_tot              41:(.)p_tot_prime        42:gr.fac. D             43:gr.fac. f          
       4.877860880347e+12       3.177132533490e-23       9.503128239885e-08       5.132873536532e+19       1.413920331722e+04       2.898648334598e-09       6.896906674036e+16       5.486662151651e-08       1.557746238103e+39       2.890421890409e+29       1.551018403427e+30       3.530299370118e-08       1.076892834261e+39       2.634639074203e+39       4.473271654886e+02      -4.473271654886e+02      -1.933035409071e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -6.811476988874e-30      -2.150273889506e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       2.104559216607e+07       0.000000000000e+00       0.000000000000e+00       2.634639074203e+39       8.782130241211e+38      -3.696502628118e+46       4.066280855900e-05       2.840535147892e-01 
       4.825709639299e+12       3.246173867568e-23       9.605901141185e-08       5.023704881747e+19       1.413920331722e+04       2.929973905200e-09       6.823168973994e+16       5.545956278694e-08       1.492188951870e+39       2.798701428388e+29       1.501800631781e+30       3.530299370118e-08       1.031572120238e+39       2.523761073889e+39       4.473271654886e+02      -4.473271654886e+02      -1.912368522900e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -7.034706277876e-30      -2.197000836312e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       2.082058498023e+07       0.000000000000e+00       0.000000000000e+00       2.523761073889e+39       8.412536907026e+38      -3.503078791440e+46       4.078696372583e-05       2.831888583481e-01 
       4.774115968878e+12       3.316715517519e-23       9.709765436128e-08       4.916858083347e+19       1.413920331722e+04       2.961638009925e-09       6.750219634397e+16       5.605891194843e-08       1.429390624493e+39       2.709891490669e+29       1.454144665616e+30       3.530299370118e-08       9.881587149590e+38       2.417549341177e+39       4.473271654886e+02      -4.473271654886e+02      -1.891922595012e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -7.265251322824e-30      -2.244743198579e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       2.059798343986e+07       0.000000000000e+00       0.000000000000e+00       2.417549341177e+39       8.058497798173e+38      -3.319776083938e+46       4.091111889267e-05       2.823294499440e-01 
       4.723073907862e+12       3.388790088610e-23       9.814539225772e-08       4.812283758866e+19       1.413920331722e+04       2.993644307297e-09       6.678050226553e+16       5.666473825144e-08       1.369235146010e+39       2.623899718888e+29       1.408000944861e+30       3.530299370118e-08       9.465723499046e+38       2.315807497585e+39       4.473271654886e+02      -4.473271654886e+02      -1.871695263049e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -7.503351935138e-30      -2.293523030518e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       2.037776182522e+07       0.000000000000e+00       0.000000000000e+00       2.315807497585e+39       7.719358319715e+38      -3.146064905653e+46       4.103527405952e-05       2.814752419455e-01 
       4.672577558767e+12       3.462430889564e-23       9.920768206939e-08       4.709933576136e+19       1.413920331722e+04       3.025996495379e-09       6.606652411889e+16       5.727711169341e-08       1.311611292913e+39       2.540636685450e+29       1.363321482110e+30       3.530299370118e-08       9.067361346311e+38       2.218347429161e+39       4.473271654886e+02      -4.473271654886e+02      -1.851684189912e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -7.749255663807e-30      -2.343362890482e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       2.015989469152e+07       0.000000000000e+00       0.000000000000e+00       2.218347429161e+39       7.394491425147e+38      -2.981443368566e+46       4.115942922638e-05       2.806261872884e-01 
       4.622621087159e+12       3.537671958695e-23       1.002790668281e-07       4.609760230939e+19       1.413920331722e+04       3.058698312196e-09       6.536017940980e+16       5.789610302983e-08       1.256412522502e+39       2.460015800523e+29       1.320059812719e+30       3.530299370118e-08       8.685764146064e+38       2.124988938675e+39       4.473271654886e+02      -4.473271654886e+02      -1.831887063487e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -8.003218310587e-30      -2.394285798692e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.994435686604e+07       0.000000000000e+00       0.000000000000e+00       2.124988938675e+39       7.083296457028e+38      -2.825435846538e+46       4.128358439324e-05       2.797822394829e-01 
       4.573198720982e+12       3.614548068109e-23       1.013631845126e-07       4.511717425149e+19       1.413920331722e+04       3.091753536172e-09       6.466138652601e+16       5.852178377924e-08       1.203536775895e+39       2.381953221994e+29       1.278170946488e+30       3.530299370118e-08       8.320226350276e+38       2.035559412439e+39       4.473271654886e+02      -4.473271654886e+02      -1.812301596381e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -8.265503916016e-30      -2.446315304596e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.973112344516e+07       0.000000000000e+00       0.000000000000e+00       2.035559412439e+39       6.785198036409e+38      -2.677591601125e+46       4.140773956011e-05       2.789433525887e-01 
       4.524304749894e+12       3.693094750599e-23       1.024582161335e-07       4.415759845333e+19       1.413920331721e+04       3.125165986562e-09       6.397006472781e+16       5.915422623442e-08       1.152886289327e+39       2.306367768272e+29       1.237611320870e+30       3.530299370118e-08       7.970072103696e+38       1.949893501165e+39       4.473271654886e+02      -4.473271654886e+02      -1.792925525656e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -8.536385299864e-30      -2.499475444357e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.952016979155e+07       0.000000000000e+00       0.000000000000e+00       1.949893501165e+39       6.499644998990e+38      -2.537483479301e+46       4.153189472698e-05       2.781094812214e-01 
       4.475933524603e+12       3.773348307616e-23       1.035659806803e-07       4.321843141808e+19       1.413920331721e+04       3.158939523898e-09       6.328613413871e+16       5.979350346851e-08       1.104367413393e+39       2.233180833867e+29       1.198338755668e+30       3.530299370118e-08       7.634653994240e+38       1.867832814239e+39       4.473271654886e+02      -4.473271654886e+02      -1.773756612569e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -8.816144134637e-30      -2.553790793848e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.931147153125e+07       0.000000000000e+00       0.000000000000e+00       1.867832814239e+39       6.226109376058e+38      -2.404706679324e+46       4.165604989386e-05       2.772805805335e-01 
       4.428079456216e+12       3.855345830827e-23       1.046846591635e-07       4.229923908143e+19       1.413920331721e+04       3.193078050432e-09       6.260951573622e+16       6.043968934470e-08       1.057890439895e+39       2.162316307641e+29       1.160312409171e+30       3.530299370118e-08       7.313351855968e+38       1.789225626868e+39       4.473271654886e+02      -4.473271654886e+02      -1.754792642310e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -9.105071359231e-30      -2.609286456054e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.910500455092e+07       0.000000000000e+00       0.000000000000e+00       1.789225626868e+39       5.964085418306e+38      -2.278877581177e+46       4.178020506075e-05       2.764566062118e-01 
       4.380737015592e+12       3.939125218817e-23       1.058160705725e-07       4.139959661099e+19       1.413920331721e+04       3.227585510585e-09       6.194013134270e+16       6.109285852464e-08       1.013369435976e+39       2.093700493655e+29       1.123492735680e+30       3.530299370118e-08       7.005571622440e+38       1.713926599553e+39       4.473271654886e+02      -4.473271654886e+02      -1.736031423751e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -9.403467469106e-30      -2.665988075365e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.890074499502e+07       0.000000000000e+00       0.000000000000e+00       1.713926599553e+39       5.713088660734e+38      -2.159632638210e+46       4.190436022765e-05       2.756375144700e-01 
       4.333900732707e+12       4.024725190936e-23       1.069602149073e-07       4.051908820992e+19       1.413920331721e+04       3.262465891408e-09       6.127790361637e+16       6.175308647614e-08       9.707220852404e+38       2.027262034533e+29       1.087841444380e+30       3.530299370118e-08       6.710744228323e+38       1.641796509363e+39       4.473271654886e+02      -4.473271654886e+02      -1.717470789189e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -9.711642736332e-30      -2.723921866940e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.869866926306e+07       0.000000000000e+00       0.000000000000e+00       1.641796509363e+39       5.472655026909e+38      -2.046627326780e+46       4.202851539455e-05       2.748232620351e-01 
       4.287565196018e+12       4.112185312314e-23       1.081152731786e-07       3.965730692476e+19       1.413920331721e+04       3.297723223040e-09       6.062275604230e+16       6.242044948369e-08       9.298695355517e+38       1.962931837249e+29       1.053321459524e+30       3.530299370118e-08       6.428324557230e+38       1.572701992524e+39       4.473271654886e+02      -4.473271654886e+02      -1.699108594097e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.002991771510e-29      -2.783114594288e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.849875400686e+07       0.000000000000e+00       0.000000000000e+00       1.572701992524e+39       5.242339970916e+38      -1.939535150845e+46       4.215267056146e-05       2.740138061497e-01 
       4.241725051839e+12       4.201546002200e-23       1.092830643756e-07       3.881385445735e+19       1.413920331721e+04       3.333361579171e-09       5.997461292365e+16       6.309502465476e-08       8.907362532429e+38       1.900643001275e+29       1.019896881872e+30       3.530299370118e-08       6.157790433837e+38       1.506515297837e+39       4.473271654886e+02      -4.473271654886e+02      -1.680942716875e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.035862331591e-29      -2.843593630186e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.830097612787e+07       0.000000000000e+00       0.000000000000e+00       1.506515297837e+39       5.021717655422e+38      -1.838046698656e+46       4.227682572838e-05       2.732091045518e-01 
       4.196375003721e+12       4.292848564832e-23       1.104654074879e-07       3.798834098077e+19       1.413920331721e+04       3.369385077517e-09       5.933339937287e+16       6.377688993177e-08       8.532498834586e+38       1.840330749008e+29       9.875329513574e+29       3.530299370118e-08       5.898641658409e+38       1.443114050471e+39       4.473271654886e+02      -4.473271654886e+02      -1.662971058608e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.069810147161e-29      -2.905386909601e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.810531277451e+07       0.000000000000e+00       0.000000000000e+00       1.443114050471e+39       4.810380164332e+38      -1.741868748791e+46       4.240098089530e-05       2.724091154820e-01 
       4.151509811845e+12       4.386135194844e-23       1.116586645367e-07       3.718038495911e+19       1.413920331721e+04       3.405797880294e-09       5.869904130306e+16       6.446612409771e-08       8.173411163759e+38       1.781932358402e+29       9.561960109406e+29       3.530299370118e-08       5.650399081971e+38       1.382381025707e+39       4.473271654886e+02      -4.473271654886e+02      -1.645191542821e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.104870512704e-29      -2.968523009854e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.791174133951e+07       0.000000000000e+00       0.000000000000e+00       1.382381025707e+39       4.607936748577e+38      -1.650723422987e+46       4.252513606223e-05       2.716137976607e-01 
       4.107124292409e+12       4.481449010830e-23       1.128646545112e-07       3.638961297118e+19       1.413920331720e+04       3.442604194700e-09       5.807146541942e+16       6.516280678867e-08       7.829435590554e+38       1.725387097745e+29       9.258534716051e+29       3.530299370118e-08       5.412603720387e+38       1.324203932193e+39       4.473271654886e+02      -4.473271654886e+02      -1.627602115237e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.141079898671e-29      -3.033031094541e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.772023945729e+07       0.000000000000e+00       0.000000000000e+00       1.324203932193e+39       4.414013103647e+38      -1.564347383285e+46       4.264929122917e-05       2.708231102964e-01 
       4.063213317037e+12       4.578834062485e-23       1.140851964010e-07       3.561565953793e+19       1.413920331720e+04       3.479808273396e-09       5.745059921077e+16       6.586701849995e-08       7.499936126845e+38       1.670636162494e+29       8.964737784672e+29       3.530299370118e-08       5.184815905734e+38       1.268475204321e+39       4.473271654886e+02      -4.473271654886e+02      -1.610200743545e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.178475954402e-29      -3.098940990179e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.753078500141e+07       0.000000000000e+00       0.000000000000e+00       1.268475204321e+39       4.228250677526e+38      -1.482491071195e+46       4.277344639611e-05       2.700370130653e-01 
       4.019771812181e+12       4.678335360111e-23       1.153184712166e-07       3.485816695347e+19       1.413920331720e+04       3.517414415006e-09       5.683637094120e+16       6.657884059757e-08       7.184303549877e+38       1.617622614126e+29       8.680263779602e+29       3.530299370118e-08       4.966614473381e+38       1.215091803356e+39       4.473271654886e+02      -4.473271654886e+02      -1.592985417161e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.217097572592e-29      -3.166283154589e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.734335608197e+07       0.000000000000e+00       0.000000000000e+00       1.215091803356e+39       4.050306007753e+38      -1.404917986668e+46       4.289760156307e-05       2.692554661134e-01 
       3.976794758535e+12       4.779998891742e-23       1.165644789580e-07       3.411678511981e+19       1.413920331720e+04       3.555426964605e-09       5.622870964172e+16       6.729835532677e-08       6.881954275855e+38       1.566291320920e+29       8.404816860601e+29       3.530299370118e-08       4.757595983287e+38       1.163955026911e+39       4.473271654886e+02      -4.473271654886e+02      -1.575954146997e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.256984919380e-29      -3.235088709601e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.715793104312e+07       0.000000000000e+00       0.000000000000e+00       1.163955026911e+39       3.879850086381e+38      -1.331404004796e+46       4.302175673003e-05       2.684784300470e-01 
       3.934277190459e+12       4.883871642565e-23       1.178232196253e-07       3.339117138504e+19       1.413920331720e+04       3.593850314229e-09       5.562754510213e+16       6.802564582111e-08       6.592329280932e+38       1.516588900630e+29       8.138110575192e+29       3.530299370118e-08       4.557373974062e+38       1.114970326465e+39       4.473271654886e+02      -4.473271654886e+02      -1.559104965232e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.298179471116e-29      -3.305389463838e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.697448846055e+07       0.000000000000e+00       0.000000000000e+00       1.114970326465e+39       3.716567751665e+38      -1.261736728270e+46       4.314591189700e-05       2.677058659232e-01 
       3.892214195400e+12       4.990001623149e-23       1.190965122078e-07       3.268099038492e+19       1.413920331720e+04       3.632688903376e-09       5.503280786286e+16       6.876079611357e-08       6.314893067614e+38       1.468463664960e+29       7.879867560769e+29       3.530299370118e-08       4.365578248430e+38       1.068047132539e+39       4.473271654886e+02      -4.473271654886e+02      -1.542435925082e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.340724075867e-29      -3.377217896005e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.679300713899e+07       0.000000000000e+00       0.000000000000e+00       1.068047132539e+39       3.560157105348e+38      -1.195714873721e+46       4.327006706397e-05       2.669377352504e-01 
       3.850600913330e+12       5.098437881233e-23       1.203843567055e-07       3.198591388794e+19       1.413920331720e+04       3.671947219522e-09       5.444442920697e+16       6.950389114388e-08       6.049132674659e+38       1.421865565818e+29       7.629819256148e+29       3.530299370118e-08       4.181854188758e+38       1.023098687247e+39       4.473271654886e+02      -4.473271654886e+02      -1.525945100579e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.384662968178e-29      -3.450607220517e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.661346610977e+07       0.000000000000e+00       0.000000000000e+00       1.023098687247e+39       3.410328954472e+38      -1.133147690166e+46       4.339422223096e-05       2.661739999718e-01 
       3.809432536180e+12       5.209230537939e-23       1.216849341290e-07       3.130562064358e+19       1.413920331720e+04       3.711629798639e-09       5.386234115221e+16       7.025501677139e-08       5.794556728647e+38       1.376746143266e+29       7.387705622276e+29       3.530299370118e-08       4.005862101389e+38       9.800418838800e+38       4.473271654886e+02      -4.473271654886e+02      -1.509630586344e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.430041854416e-29      -3.525591336624e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.643584462843e+07       0.000000000000e+00       0.000000000000e+00       9.800418838800e+38       3.266806276679e+38      -1.073854407893e+46       4.351837739795e-05       2.654146224719e-01 
       3.768704307286e+12       5.322430794944e-23       1.230000634678e-07       3.063979623385e+19       1.413920331719e+04       3.751741225719e-09       5.328647644312e+16       7.101425978143e-08       5.550694535461e+38       1.333058475121e+29       7.153274871805e+29       3.530299370118e-08       3.837276588572e+38       9.387971132519e+38       4.473271654886e+02      -4.473271654886e+02      -1.493490497373e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.476907913236e-29      -3.602204922536e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.626012217228e+07       0.000000000000e+00       0.000000000000e+00       9.387971132519e+38       3.129323708011e+38      -1.017663716178e+46       4.364253256495e-05       2.646595655551e-01 
       3.728411520840e+12       5.438090975943e-23       1.243297447218e-07       2.998813292795e+19       1.413920331719e+04       3.792286135303e-09       5.271676854334e+16       7.178170789927e-08       5.317095210005e+38       1.290757128164e+29       6.926283207238e+29       3.530299370118e-08       3.675785946824e+38       8.992881165047e+38       4.473271654886e+02      -4.473271654886e+02      -1.477522968810e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.525309897686e-29      -3.680483363921e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.608627843806e+07       0.000000000000e+00       0.000000000000e+00       8.992881165047e+38       2.997627052277e+38      -9.644132683274e+45       4.376668773196e-05       2.639087924566e-01 
       3.688549521346e+12       5.556264532812e-23       1.256739778910e-07       2.935032954009e+19       1.413920331719e+04       3.833269212020e-09       5.215315162785e+16       7.255744979630e-08       5.093326842551e+38       1.249798110885e+29       6.706494567399e+29       3.530299370118e-08       3.521091590612e+38       8.614418441119e+38       4.473271654886e+02      -4.473271654886e+02      -1.461726155742e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.575298131612e-29      -3.760462859074e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.591429333955e+07       0.000000000000e+00       0.000000000000e+00       8.614418441119e+38       2.871472811054e+38      -9.139492126334e+45       4.389084289897e-05       2.631622668196e-01 
       3.649113703080e+12       5.677006085039e-23       1.270309439860e-07       2.872609129023e+19       1.413920331719e+04       3.874695191123e-09       5.159556057541e+16       7.334157510347e-08       4.878975700160e+38       1.210138827739e+29       6.493680381932e+29       3.530299370118e-08       3.372907500283e+38       8.251883208146e+38       4.473271654886e+02      -4.473271654886e+02      -1.446098232978e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.626924606810e-29      -3.842180362812e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.574414700532e+07       0.000000000000e+00       0.000000000000e+00       8.251883208146e+38       2.750627733481e+38      -8.661257478569e+45       4.401499806600e-05       2.624199527029e-01 
       3.610099509563e+12       5.800371436707e-23       1.284042809857e-07       2.811512966788e+19       1.413920331719e+04       3.916568859039e-09       5.104393096101e+16       7.413417441989e-08       4.673645461720e+38       1.171738034846e+29       6.287619333605e+29       3.530299370118e-08       3.230959693237e+38       7.904605162417e+38       4.473271654886e+02      -4.473271654886e+02      -1.430637394841e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.680243011613e-29      -3.925673644803e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.557581977638e+07       0.000000000000e+00       0.000000000000e+00       7.904605162417e+38       2.634868384986e+38      -8.208047019803e+45       4.413915323303e-05       2.616818145675e-01 
       3.571502433027e+12       5.926417603527e-23       1.297921699006e-07       2.751716229874e+19       1.413920331719e+04       3.958895053922e-09       5.049819904842e+16       7.493533932356e-08       4.476956485179e+38       1.134555797097e+29       6.088097128143e+29       3.530299370118e-08       3.094985717351e+38       7.571942209753e+38       4.473271654886e+02      -4.473271654886e+02      -1.415341854960e+12       1.000000000000e+00      -1.000000000000e+00       6.295137200000e-01      -1.735308790779e-29      -4.010981300172e-22       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -1.341981496466e+03       1.000000000000e+00      -8.527099275713e+03       0.000000000000e+00       0.000000000000e+00      -4.063660094198e+04       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       1.000000000000e+00       1.540929220390e+07       0.000000000000e+00       0.000000000000e+00       7.571942209753e+38       2.523980734177e+38      -7.778551329990e+45       4.426330840007e-05       2.609478172725e-01 
